application_id,asset_id,asset_type,city,market_value,ai_adjusted,realizable_value,loan_amount,ltv_ai,ltv_cap,confidence,legal_penalty,condition_score,valuation_gap_pct,policy_breaches,decision,human_decision,human_reason
APP_0135,A0135,Land,Da Nang,895979,654482.732741013,499092.1834955893,148179,0.226406278710238,0.8,67.6,0.9557928362167634,0.8398373766090449,-26.953340118349534,"confidence<70%, legal<0.97",review,review,
APP_0136,A0136,Apartment,Hue,291319,236526.4433989731,208380.96613102316,56283,0.2379564804306543,0.8,70.3,0.9536029573536472,0.9724944942760408,-18.808439065432363,legal<0.97,review,review,
APP_0137,A0137,Land,HCMC,1156200,731508.4222965178,446685.4606916933,47657,0.0651489423052496,0.8,64.3,0.9920996605519732,0.6478934354004491,-36.73167079255165,"confidence<70%, condition<0.75",review,review,
APP_0138,A0138,House,HCMC,1858746,1064491.857576567,623240.5127835118,28795,0.0270504652478554,0.8,63.7,0.952778395845344,0.6468414263600442,-42.73064433889478,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0139,A0139,Apartment,Da Nang,207695,116566.82856649163,67798.53254439162,99847,0.856564437995717,0.8,63.7,0.9640305718066828,0.6350836047643074,-43.87595822408261,"confidence<70%, legal<0.97, condition<0.75, ltv>cap",review,review,
APP_0140,A0140,Car,Can Tho,825277,623199.1864234072,494002.378268422,153165,0.2457721437010001,0.8,68.3,0.9667065020250772,0.8631453140162111,-24.48605905369868,"confidence<70%, legal<0.97",review,review,
APP_0141,A0141,Factory,HCMC,1947585,1242286.5399188327,868263.7031812436,120999,0.0974002342550581,0.8,66.2,0.9586497222595796,0.7674433203161518,-36.21400144698009,"confidence<70%, legal<0.97",review,review,
APP_0142,A0142,Apartment,Hue,636849,544574.3356952656,454498.486783392,177396,0.3257516713003305,0.8,69.2,0.9656946684900994,0.9097285664567372,-14.48925323031589,"confidence<70%, legal<0.97",review,review,
APP_0143,A0143,Apartment,Da Nang,307822,231045.9169818646,188176.07058287543,75325,0.326017447025097,0.8,68.7,0.9871346283362544,0.868492565323437,-24.941714048422597,confidence<70%,review,review,
APP_0144,A0144,Car,Hanoi,1002738,653780.1181291568,433099.7565221776,62841,0.0961194723691269,0.8,65.4,0.9507341421780034,0.7334551033312953,-34.80050440602064,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0145,A0145,Factory,Hue,1041326,881420.3590740208,796366.6085040049,100829,0.1143937724628079,0.8,70.6,0.9913586712260344,0.9593466189446144,-15.355963543211178,,approved,approved,
APP_0146,A0146,Factory,Can Tho,1342585,1079675.7095302544,921606.3124637844,48396,0.0448245705379962,0.8,69.5,0.992827401178728,0.9050128588282608,-19.582319962590496,confidence<70%,review,review,
APP_0147,A0147,House,Da Nang,661788,397456.7347571497,259017.01110800423,195372,0.4915553893416207,0.8,65.2,0.9686130786595774,0.7082139763640702,-39.94198523437269,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0148,A0148,Apartment,Hanoi,1913465,1280768.0508692255,868891.2752406942,45295,0.0353654980456917,0.8,65.8,0.9576806449530316,0.7456768071088216,-33.06550938380239,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0149,A0149,Factory,Hanoi,1065994,712737.9915325636,481615.8922386444,100984,0.1416846038792731,0.8,65.7,0.980042020397254,0.7257759920817052,-33.138648854255884,"confidence<70%, condition<0.75",review,review,
APP_0150,A0150,House,Da Nang,608570,395333.92201971135,238056.9813282106,109182,0.2761766545157645,0.8,64.1,0.9559836277932446,0.6630446594499998,-35.038874407264345,"confidence<70%, legal<0.97, condition<0.75",review,review,
