asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,deposit_amount,interest_rate_apy,maturity_months,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score
A-000086,Condo,VN,Hanoi,21.01495,105.83915,A,USD,2025-10-30,24,267800.0,2001.0,16.0,16.0,1.0,1.0,0.0,85.0,786.0,24.36,8.7,Industrial,D,vacant,1488.0,1.0,3.59,1.5,,,,,,,,,,,,,False,Clean,True,2,REG-302220526,103568.0,169934.9,171174.9,0.605,1.6528,0.745
A-000087,Apartment,JP,Tokyo,35.70169,139.6547,B,USD,2025-10-30,44,87873.0,1981.0,20.0,7.0,4.0,2.0,0.0,183.0,117.0,10.2,16.58,Industrial,C,owner,3031.0,1.0,1.49,2.22,,,,,,,,,,,,,True,Disputed,False,1,REG-986082311,24911.0,44362.88,40886.66,0.6093,1.6413,0.75
A-000088,Car,US,New York,40.6748,-73.99496,D,USD,2025-10-30,39,35805.0,,,,,,,,,,,,,,,,,,,,2011 Mazda Corolla,2011.0,27982.0,3082.0,1.0,6.0,1.0,,,,False,Clean,True,0,REG-674401196,7448.0,9428.65,9492.35,0.7846,1.2745,0.616
A-000089,Condo,US,San Jose,37.33545,-121.9223,C,USD,2025-10-30,27,136233.0,1998.0,23.0,28.0,1.0,2.0,1.0,210.0,474.0,13.06,26.36,Residential,A,owner,2498.0,1.0,1.47,0.06,,,,,,,,,,,,,False,Clean,True,2,REG-122005756,37959.0,51100.16,47908.8,0.7923,1.2621,0.619
A-000090,House,UK,London,51.54749,-0.15475,A,USD,2025-10-30,38,261198.0,1987.0,0.0,4.0,5.0,2.0,0.0,1459.0,685.0,20.65,8.44,Commercial,D,tenant,348.0,0.0,2.64,1.11,,,,,,,,,,,,,True,Pending Verification,False,1,REG-197134084,125642.0,165113.3,160750.79,0.7816,1.2794,0.85
A-000091,Condo,FR,Paris,48.88095,2.32205,A,USD,2025-10-30,7,200863.0,2018.0,20.0,29.0,3.0,1.0,2.0,38.0,630.0,26.94,20.24,Commercial,C,owner,3132.0,0.0,0.63,1.05,,,,,,,,,,,,,False,Pending Verification,False,0,REG-127095490,58340.0,154844.37,166282.68,0.3508,2.8502,0.931
A-000092,House,DE,Berlin,52.49376,13.42342,D,USD,2025-10-30,45,202316.0,1980.0,0.0,3.0,4.0,2.0,2.0,387.0,1531.0,18.79,10.83,Commercial,C,tenant,3325.0,0.0,2.07,0.26,,,,,,,,,,,,,True,Clean,False,0,REG-376898919,18376.0,54523.07,51655.46,0.3557,2.811,0.629
A-000093,Land Plot,VN,Ho Chi Minh,10.75567,106.71684,B,USD,2025-10-30,32,43741.0,,,,,,,,6097.0,30.99,,Industrial,,,,,,,B,False,,,,,,,,,,,True,Clean,True,2,REG-517473136,404961.0,741814.33,749628.12,0.5402,1.8511,0.827
A-000094,Deposit,VN,Hanoi,21.03618,105.84191,B,USD,2025-10-30,28,290754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,481477.0,2.98,22.0,True,Pending Verification,False,0,REG-601646714,196663.0,481477.0,441554.48,0.4454,2.2452,0.755
A-000095,Condo,JP,Tokyo,35.68548,139.68398,C,USD,2025-10-30,6,287626.0,2019.0,24.0,7.0,2.0,2.0,0.0,147.0,395.0,14.72,23.51,Industrial,B,vacant,5666.0,0.0,2.04,1.97,,,,,,,,,,,,,True,Clean,False,2,REG-238854812,58917.0,132861.75,132814.47,0.4436,2.2543,0.687
A-000096,Land Plot,US,New York,40.72329,-73.99135,B,USD,2025-10-30,55,149301.0,,,,,,,,1678.0,34.07,,Industrial,,,,,,,B,True,,,,,,,,,,,True,Clean,True,2,REG-461781639,460366.0,580676.32,555239.5,0.8291,1.2061,0.864
A-000097,Land Plot,US,San Jose,37.34115,-121.91235,B,USD,2025-10-30,38,182645.0,,,,,,,,3302.0,46.2,,Agricultural,,,,,,,B,False,,,,,,,,,,,True,Clean,False,1,REG-618130407,480629.0,1218770.93,1127523.18,0.4263,2.3459,0.809
A-000098,Apartment,UK,London,51.50065,-0.14237,A,USD,2025-10-30,39,231603.0,1986.0,7.0,27.0,0.0,1.0,0.0,371.0,581.0,4.56,25.92,Residential,C,owner,932.0,0.0,3.41,2.02,,,,,,,,,,,,,False,Clean,False,0,REG-329729387,47587.0,122237.5,126384.56,0.3765,2.6559,0.896
A-000099,House,FR,Paris,48.86471,2.36744,C,USD,2025-10-30,52,307744.0,1973.0,0.0,3.0,1.0,3.0,1.0,2328.0,1849.0,9.83,4.24,Residential,C,owner,2113.0,0.0,2.27,0.35,,,,,,,,,,,,,False,Clean,True,2,REG-957833540,76637.0,116851.06,122836.83,0.6239,1.6028,0.712
A-000100,House,DE,Berlin,52.49726,13.36688,A,USD,2025-10-30,4,187133.0,2021.0,0.0,1.0,4.0,2.0,2.0,1341.0,1070.0,28.17,3.48,Commercial,E,owner,5549.0,1.0,1.53,1.55,,,,,,,,,,,,,True,Clean,False,0,REG-472537286,54013.0,159294.02,136059.71,0.397,2.519,0.804
A-000101,Car,VN,Ho Chi Minh,10.71905,106.68768,C,USD,2025-10-30,42,52435.0,,,,,,,,,,,,,,,,,,,,2012 Kia C-Class,2012.0,120754.0,3524.0,0.0,7.0,3.0,,,,True,Clean,False,1,REG-167515576,6274.0,16196.47,14804.25,0.4238,2.3596,0.711
A-000102,Deposit,VN,Hanoi,21.00274,105.86587,B,USD,2025-10-30,47,80092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,299017.0,5.6,23.0,True,Clean,True,0,REG-866549963,128262.0,299017.0,280658.62,0.457,2.1882,0.873
A-000103,Land Plot,JP,Tokyo,35.64394,139.67496,B,USD,2025-10-30,45,81893.0,,,,,,,,2323.0,23.43,,Residential,,,,,,,B,True,,,,,,,,,,,False,Clean,False,0,REG-779034721,268793.0,513754.35,482859.82,0.5567,1.7964,0.833
A-000104,Condo,US,New York,40.71329,-74.02281,A,USD,2025-10-30,32,150184.0,1993.0,11.0,6.0,1.0,2.0,2.0,180.0,541.0,11.27,3.87,Industrial,C,owner,1972.0,0.0,0.11,1.37,,,,,,,,,,,,,False,Clean,False,1,REG-142635255,43288.0,87094.11,84653.52,0.5114,1.9556,0.875
A-000105,Deposit,US,San Jose,37.32428,-121.8958,B,USD,2025-10-30,6,38174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,393582.0,5.68,13.0,True,Clean,True,0,REG-764217604,236419.0,393582.0,395311.16,0.5981,1.6721,0.789
A-000106,Apartment,UK,London,51.50608,-0.12183,D,USD,2025-10-30,57,172987.0,1968.0,13.0,6.0,4.0,2.0,0.0,395.0,190.0,15.77,25.75,Residential,B,tenant,907.0,1.0,2.66,1.19,,,,,,,,,,,,,True,Clean,True,0,REG-500443984,23665.0,42870.0,41454.65,0.5709,1.7517,0.531
A-000107,Apartment,FR,Paris,48.86029,2.3342,B,USD,2025-10-30,26,101912.0,1999.0,7.0,17.0,5.0,3.0,1.0,148.0,530.0,29.39,8.04,Industrial,A,owner,1808.0,0.0,1.54,2.0,,,,,,,,,,,,,True,Clean,True,2,REG-246993953,23236.0,48651.8,50257.4,0.4623,2.1629,0.841
A-000108,Condo,DE,Berlin,52.50473,13.38242,D,USD,2025-10-30,25,161956.0,2000.0,18.0,2.0,3.0,2.0,1.0,71.0,952.0,23.42,6.53,Residential,D,vacant,1357.0,0.0,1.4,0.33,,,,,,,,,,,,,False,Clean,True,0,REG-910082149,16056.0,42095.11,42894.26,0.3743,2.6715,0.644
A-000109,Car,VN,Ho Chi Minh,10.79929,106.69935,D,USD,2025-10-30,6,54364.0,,,,,,,,,,,,,,,,,,,,2013 BMW CX-5,2013.0,207007.0,1095.0,0.0,4.0,1.0,,,,False,Clean,False,0,REG-950299607,9379.0,19977.53,19063.44,0.492,2.0326,0.591
A-000110,Land Plot,VN,Hanoi,20.99693,105.84317,D,USD,2025-10-30,31,375324.0,,,,,,,,2557.0,47.57,,Residential,,,,,,,C,True,,,,,,,,,,,False,Pending Verification,False,1,REG-818963639,689826.0,1333836.38,1340144.92,0.5147,1.9427,0.677
A-000111,Car,JP,Tokyo,35.66391,139.65384,D,USD,2025-10-30,39,13672.0,,,,,,,,,,,,,,,,,,,,2010 Hyundai Elantra,2010.0,186107.0,3793.0,0.0,7.0,3.0,,,,False,Clean,False,0,REG-348909530,1798.0,3547.07,3635.1,0.4946,2.0217,0.634
A-000112,House,US,New York,40.71979,-74.01518,D,USD,2025-10-30,25,407649.0,2000.0,0.0,2.0,4.0,2.0,0.0,1288.0,2381.0,17.07,7.1,Commercial,B,tenant,3307.0,0.0,3.07,1.28,,,,,,,,,,,,,False,Clean,True,2,REG-925078964,100874.0,128699.77,123559.46,0.8164,1.2249,0.597
A-000113,Deposit,US,San Jose,37.35693,-121.88362,C,USD,2025-10-30,21,173520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,197810.0,0.82,26.0,True,Clean,False,2,REG-203667447,118473.0,197810.0,207073.14,0.5721,1.7479,0.663
A-000114,Land Plot,UK,London,51.49873,-0.10537,A,USD,2025-10-30,11,126437.0,,,,,,,,2626.0,37.32,,Commercial,,,,,,,B,True,,,,,,,,,,,True,Pending Verification,False,2,REG-332868974,287354.0,816171.06,869269.45,0.3306,3.0251,0.888
A-000115,Car,FR,Paris,48.88494,2.40625,D,USD,2025-10-30,21,49382.0,,,,,,,,,,,,,,,,,,,,2017 Hyundai 3 Series,2017.0,80392.0,1648.0,1.0,12.0,1.0,,,,True,Pending Verification,False,0,REG-393594019,6955.0,21777.39,21370.8,0.3254,3.0727,0.621
A-000116,Land Plot,DE,Berlin,52.48275,13.38995,C,USD,2025-10-30,19,377319.0,,,,,,,,2984.0,34.54,,Commercial,,,,,,,A,False,,,,,,,,,,,True,Disputed,False,0,REG-865492749,835716.0,1955922.69,1972842.12,0.4236,2.3607,0.679
A-000117,Car,VN,Ho Chi Minh,10.78028,106.6957,B,USD,2025-10-30,17,43188.0,,,,,,,,,,,,,,,,,,,,2014 Mazda CX-5,2014.0,132885.0,1412.0,0.0,13.0,2.0,,,,False,Clean,True,1,REG-440981160,14108.0,17783.04,18931.55,0.7452,1.3419,0.766
A-000118,Apartment,VN,Hanoi,21.00267,105.84028,C,USD,2025-10-30,37,237520.0,1988.0,15.0,18.0,4.0,2.0,2.0,221.0,869.0,4.95,18.02,Industrial,D,tenant,1297.0,0.0,0.92,0.17,,,,,,,,,,,,,False,Clean,True,2,REG-638357380,27706.0,79892.63,79736.45,0.3475,2.8779,0.747
A-000119,House,JP,Tokyo,35.66195,139.6839,D,USD,2025-10-30,36,233667.0,1989.0,0.0,4.0,0.0,1.0,2.0,1873.0,292.0,4.13,22.7,Mixed,C,tenant,5693.0,0.0,3.03,0.25,,,,,,,,,,,,,False,Clean,True,0,REG-376865636,35895.0,59916.86,61567.34,0.583,1.7152,0.699
A-000120,House,US,New York,40.6943,-74.00724,A,USD,2025-10-30,6,410348.0,2019.0,0.0,5.0,2.0,2.0,2.0,2537.0,240.0,5.74,13.89,Industrial,B,vacant,481.0,0.0,3.89,0.76,,,,,,,,,,,,,True,Clean,False,0,REG-257083418,162794.0,333345.08,351761.4,0.4628,2.1608,0.847
A-000121,Condo,US,San Jose,37.34917,-121.88274,D,USD,2025-10-30,19,125767.0,2006.0,17.0,3.0,3.0,3.0,2.0,133.0,7.0,5.73,26.29,Industrial,D,owner,1804.0,0.0,1.51,0.49,,,,,,,,,,,,,True,Clean,False,1,REG-162225950,18680.0,36405.34,35507.55,0.5261,1.9008,0.639
A-000122,Apartment,UK,London,51.52582,-0.11477,C,USD,2025-10-30,53,99068.0,1972.0,16.0,36.0,4.0,3.0,0.0,335.0,418.0,13.53,17.08,Commercial,B,owner,2773.0,1.0,0.38,1.61,,,,,,,,,,,,,True,Clean,False,0,REG-188429108,13259.0,36140.16,37946.58,0.3494,2.8619,0.657
A-000123,Condo,FR,Paris,48.82895,2.35522,A,USD,2025-10-30,16,99424.0,2009.0,9.0,30.0,0.0,1.0,2.0,247.0,343.0,13.34,3.3,Mixed,C,vacant,5826.0,0.0,1.31,2.4,,,,,,,,,,,,,False,Clean,False,0,REG-988467697,52253.0,75062.87,74923.07,0.6974,1.4339,0.937
A-000124,House,DE,Berlin,52.47627,13.413,B,USD,2025-10-30,40,465277.0,1985.0,0.0,5.0,2.0,2.0,0.0,1640.0,4598.0,6.79,9.39,Commercial,C,owner,5104.0,1.0,0.9,1.01,,,,,,,,,,,,,True,Clean,True,2,REG-585461645,156432.0,208537.67,183103.9,0.8543,1.1705,0.663
A-000125,Apartment,VN,Ho Chi Minh,10.78085,106.69827,C,USD,2025-10-30,19,236690.0,2006.0,17.0,8.0,5.0,1.0,1.0,96.0,664.0,15.37,23.42,Commercial,B,owner,5986.0,0.0,1.11,0.27,,,,,,,,,,,,,True,Clean,True,1,REG-521528090,57638.0,97446.03,100314.37,0.5746,1.7404,0.734
A-000126,Land Plot,VN,Hanoi,21.0396,105.84562,C,USD,2025-10-30,46,67441.0,,,,,,,,890.0,34.01,,Commercial,,,,,,,C,True,,,,,,,,,,,True,Clean,True,0,REG-645576785,49366.0,82811.19,75760.73,0.6516,1.5347,0.743
A-000127,Car,JP,Tokyo,35.7022,139.71714,C,USD,2025-10-30,2,52015.0,,,,,,,,,,,,,,,,,,,,2015 Ford CX-5,2015.0,95216.0,2142.0,0.0,0.0,2.0,,,,False,Clean,False,2,REG-877697517,15864.0,28709.17,31324.65,0.5064,1.9746,0.668
A-000128,Condo,US,New York,40.73055,-74.03037,B,USD,2025-10-30,55,217818.0,1970.0,22.0,38.0,1.0,2.0,0.0,44.0,966.0,26.98,17.1,Mixed,C,owner,4480.0,1.0,4.6,0.9,,,,,,,,,,,,,True,Clean,True,1,REG-199738692,82714.0,115753.58,112656.67,0.7342,1.362,0.661
A-000129,Land Plot,US,San Jose,37.32345,-121.89821,C,USD,2025-10-30,7,124024.0,,,,,,,,828.0,17.8,,Commercial,,,,,,,A,True,,,,,,,,,,,True,Clean,True,0,REG-884907789,96303.0,167686.83,161196.63,0.5974,1.6738,0.675
A-000130,House,UK,London,51.51324,-0.11968,D,USD,2025-10-30,54,480003.0,1971.0,0.0,5.0,1.0,2.0,1.0,1883.0,3112.0,21.95,3.45,Industrial,E,tenant,1047.0,1.0,1.96,1.12,,,,,,,,,,,,,True,Clean,True,2,REG-144587268,64801.0,124980.25,133589.74,0.4851,2.0615,0.51
A-000131,Apartment,FR,Paris,48.85995,2.36631,A,USD,2025-10-30,32,121215.0,1993.0,12.0,5.0,3.0,3.0,2.0,147.0,285.0,22.01,3.68,Residential,C,owner,1574.0,1.0,2.92,2.42,,,,,,,,,,,,,True,Clean,True,0,REG-595122103,36050.0,72384.93,70208.1,0.5135,1.9475,0.742
A-000132,Land Plot,DE,Berlin,52.52432,13.4261,A,USD,2025-10-30,22,231725.0,,,,,,,,1318.0,43.32,,Industrial,,,,,,,C,True,,,,,,,,,,,True,Clean,True,0,REG-844097344,302113.0,965191.35,878301.03,0.344,2.9072,0.839
A-000133,Apartment,VN,Ho Chi Minh,10.79365,106.6986,B,USD,2025-10-30,5,148403.0,2020.0,21.0,30.0,3.0,3.0,2.0,269.0,863.0,11.68,27.66,Residential,A,owner,5620.0,1.0,2.48,1.53,,,,,,,,,,,,,True,Clean,False,0,REG-505981144,69711.0,103011.66,100502.74,0.6936,1.4417,0.672
A-000134,House,VN,Hanoi,20.9853,105.85,B,USD,2025-10-30,29,238364.0,1996.0,0.0,4.0,0.0,1.0,0.0,1513.0,1554.0,26.38,25.22,Residential,D,vacant,5456.0,1.0,3.68,2.11,,,,,,,,,,,,,True,Disputed,True,1,REG-575205780,66374.0,114401.2,104050.08,0.6379,1.5676,0.69
A-000135,Car,JP,Tokyo,35.6928,139.71947,D,USD,2025-10-30,25,20700.0,,,,,,,,,,,,,,,,,,,,2017 Ford Corolla,2017.0,66109.0,3876.0,0.0,10.0,3.0,,,,False,Clean,True,1,REG-266399188,7982.0,10912.52,11455.06,0.6968,1.4351,0.686
A-000136,House,US,New York,40.71619,-73.99752,C,USD,2025-10-30,48,269529.0,1977.0,0.0,4.0,0.0,2.0,2.0,2785.0,1106.0,18.7,5.86,Commercial,B,tenant,4137.0,0.0,2.2,2.14,,,,,,,,,,,,,True,Pending Verification,False,0,REG-310676489,76440.0,102250.12,106479.04,0.7179,1.393,0.724
A-000137,House,US,San Jose,37.35647,-121.90206,B,USD,2025-10-30,7,299414.0,2018.0,0.0,4.0,4.0,3.0,2.0,253.0,1759.0,24.82,26.05,Commercial,C,owner,920.0,1.0,3.47,0.55,,,,,,,,,,,,,False,Clean,False,1,REG-550884889,159483.0,205964.86,205391.4,0.7765,1.2879,0.76
A-000138,Car,UK,London,51.5228,-0.09585,A,USD,2025-10-30,40,39628.0,,,,,,,,,,,,,,,,,,,,2010 Mercedes F-150,2010.0,204012.0,2949.0,0.0,10.0,2.0,,,,True,Disputed,False,2,REG-719876990,7930.0,12761.82,14288.56,0.555,1.8018,0.86
A-000139,Deposit,FR,Paris,48.82204,2.37573,B,USD,2025-10-30,25,171380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,263275.0,4.94,19.0,False,Pending Verification,True,0,REG-110926810,125750.0,263275.0,254059.27,0.495,2.0204,0.775
A-000140,Condo,DE,Berlin,52.51155,13.41238,B,USD,2025-10-30,17,131538.0,2008.0,14.0,2.0,2.0,2.0,0.0,247.0,460.0,8.72,17.3,Commercial,C,owner,4240.0,0.0,3.23,1.02,,,,,,,,,,,,,True,Disputed,True,0,REG-736804247,34284.0,85044.68,85644.97,0.4003,2.4981,0.815
A-000141,Deposit,VN,Ho Chi Minh,10.7752,106.72574,C,USD,2025-10-30,24,241279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,454042.0,4.34,31.0,True,Clean,True,1,REG-893869937,289259.0,454042.0,457348.11,0.6325,1.5811,0.733
A-000142,Car,VN,Hanoi,21.03714,105.81776,A,USD,2025-10-30,40,8605.0,,,,,,,,,,,,,,,,,,,,2023 Kia Sportage,2023.0,74649.0,1549.0,0.0,3.0,3.0,,,,True,Pending Verification,True,0,REG-179794485,3760.0,7877.61,7821.91,0.4807,2.0803,0.892
A-000143,Apartment,JP,Tokyo,35.68324,139.71079,A,USD,2025-10-30,12,209502.0,2013.0,17.0,10.0,4.0,3.0,1.0,241.0,934.0,14.02,25.57,Industrial,C,vacant,450.0,1.0,1.54,1.18,,,,,,,,,,,,,False,Clean,False,0,REG-382833354,113482.0,165620.7,185977.5,0.6102,1.6388,0.789
A-000144,Deposit,US,New York,40.69294,-73.99705,A,USD,2025-10-30,47,63304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,452730.0,0.75,8.0,False,Clean,False,1,REG-757926884,333489.0,452730.0,428916.39,0.7775,1.2861,0.835
A-000145,House,US,San Jose,37.30762,-121.88772,C,USD,2025-10-30,40,351677.0,1985.0,0.0,1.0,5.0,3.0,2.0,2943.0,4649.0,16.1,8.94,Industrial,D,tenant,776.0,0.0,2.83,1.82,,,,,,,,,,,,,False,Clean,False,2,REG-707426496,81021.0,130347.28,129279.97,0.6267,1.5956,0.687
A-000146,Land Plot,UK,London,51.51112,-0.12928,B,USD,2025-10-30,12,167120.0,,,,,,,,4727.0,17.79,,Industrial,,,,,,,C,False,,,,,,,,,,,False,Clean,True,0,REG-782590929,828112.0,1689618.95,1640898.91,0.5047,1.9815,0.853
A-000147,House,FR,Paris,48.85783,2.33428,C,USD,2025-10-30,27,492396.0,1998.0,0.0,3.0,4.0,2.0,0.0,994.0,2655.0,14.79,6.34,Residential,B,tenant,1798.0,1.0,2.11,2.58,,,,,,,,,,,,,False,Clean,False,1,REG-105958534,67599.0,159141.73,154607.97,0.4372,2.2871,0.581
A-000148,Apartment,DE,Berlin,52.51159,13.39932,A,USD,2025-10-30,32,132511.0,1993.0,8.0,19.0,3.0,1.0,0.0,178.0,24.0,28.48,5.92,Industrial,B,vacant,761.0,0.0,0.34,3.2,,,,,,,,,,,,,False,Clean,False,0,REG-383171465,34120.0,84875.5,80650.01,0.4231,2.3637,0.88
A-000149,Land Plot,VN,Ho Chi Minh,10.77785,106.71109,A,USD,2025-10-30,17,388125.0,,,,,,,,4767.0,55.76,,Residential,,,,,,,B,True,,,,,,,,,,,False,Clean,True,1,REG-683897412,2568879.0,4533099.55,4711295.53,0.5453,1.834,0.885
A-000150,Car,VN,Hanoi,21.0169,105.86862,D,USD,2025-10-30,33,5486.0,,,,,,,,,,,,,,,,,,,,2023 Honda Civic,2023.0,170165.0,3105.0,0.0,0.0,1.0,,,,True,Clean,False,1,REG-999451031,2861.0,4411.91,4134.54,0.692,1.4451,0.605
A-000151,Car,JP,Tokyo,35.71059,139.69129,C,USD,2025-10-30,54,20900.0,,,,,,,,,,,,,,,,,,,,2020 Toyota Corolla,2020.0,246723.0,3913.0,0.0,3.0,3.0,,,,True,Clean,False,1,REG-177297588,6442.0,13938.68,14463.05,0.4454,2.2451,0.77
A-000152,Condo,US,New York,40.70996,-74.00393,C,USD,2025-10-30,11,160640.0,2014.0,17.0,7.0,3.0,1.0,0.0,117.0,681.0,24.73,29.18,Mixed,B,tenant,678.0,0.0,1.14,1.85,,,,,,,,,,,,,False,Disputed,False,1,REG-566090717,30086.0,76817.21,74754.29,0.4025,2.4847,0.733
A-000153,Condo,US,San Jose,37.36285,-121.8896,C,USD,2025-10-30,42,218518.0,1983.0,22.0,7.0,3.0,3.0,0.0,303.0,99.0,19.76,4.79,Industrial,A,tenant,1447.0,1.0,0.73,0.68,,,,,,,,,,,,,False,Clean,True,1,REG-296150852,43168.0,75144.49,76184.56,0.5666,1.7648,0.612
A-000154,Apartment,UK,London,51.49377,-0.13492,D,USD,2025-10-30,28,121625.0,1997.0,7.0,30.0,0.0,1.0,1.0,315.0,657.0,6.88,5.15,Industrial,C,owner,1904.0,1.0,2.23,2.48,,,,,,,,,,,,,True,Clean,False,1,REG-634686387,26381.0,34081.77,32088.54,0.8221,1.2164,0.519
A-000155,House,FR,Paris,48.85344,2.29968,B,USD,2025-10-30,8,268006.0,2017.0,0.0,2.0,5.0,3.0,0.0,1831.0,3231.0,24.54,4.74,Commercial,B,owner,899.0,1.0,1.32,2.83,,,,,,,,,,,,,False,Clean,False,0,REG-473415644,105090.0,170113.08,169851.58,0.6187,1.6162,0.766
A-000156,Car,DE,Berlin,52.52636,13.39431,C,USD,2025-10-30,53,36711.0,,,,,,,,,,,,,,,,,,,,2011 Kia F-150,2011.0,11264.0,3735.0,0.0,12.0,2.0,,,,True,Disputed,True,0,REG-285991517,5059.0,12406.1,12543.79,0.4033,2.4795,0.727
A-000157,Car,VN,Ho Chi Minh,10.81255,106.69882,B,USD,2025-10-30,10,14291.0,,,,,,,,,,,,,,,,,,,,2021 Toyota 3 Series,2021.0,82592.0,1037.0,1.0,1.0,3.0,,,,False,Clean,True,0,REG-686119206,8131.0,10793.34,10543.73,0.7712,1.2967,0.828
A-000158,Apartment,VN,Hanoi,21.01459,105.85479,A,USD,2025-10-30,45,171720.0,1980.0,8.0,37.0,1.0,2.0,1.0,304.0,546.0,27.9,26.62,Residential,D,vacant,5496.0,0.0,2.4,0.59,,,,,,,,,,,,,True,Clean,False,1,REG-837360414,36798.0,95587.83,99104.19,0.3713,2.6932,0.853
A-000159,House,JP,Tokyo,35.66318,139.69546,C,USD,2025-10-30,26,190943.0,1999.0,0.0,1.0,5.0,1.0,0.0,2062.0,1335.0,22.49,20.72,Residential,C,owner,2707.0,1.0,2.2,0.9,,,,,,,,,,,,,False,Clean,True,1,REG-681784333,32973.0,70815.73,75856.25,0.4347,2.3006,0.578
A-000160,Car,US,New York,40.69132,-74.02807,A,USD,2025-10-30,54,40086.0,,,,,,,,,,,,,,,,,,,,2011 Hyundai Civic,2011.0,72172.0,3519.0,0.0,8.0,3.0,,,,True,Pending Verification,True,0,REG-310595992,6727.0,13778.75,13955.45,0.482,2.0745,0.851
A-000161,House,US,San Jose,37.32309,-121.87282,C,USD,2025-10-30,51,232530.0,1974.0,0.0,1.0,2.0,1.0,0.0,1819.0,1559.0,7.22,8.03,Commercial,B,owner,5114.0,0.0,1.53,1.79,,,,,,,,,,,,,True,Clean,False,1,REG-233127391,33731.0,90849.99,95253.54,0.3541,2.8239,0.727
A-000162,Apartment,UK,London,51.51875,-0.13568,A,USD,2025-10-30,40,109570.0,1985.0,18.0,22.0,5.0,2.0,2.0,152.0,40.0,26.54,12.85,Industrial,C,vacant,26.0,1.0,0.71,0.55,,,,,,,,,,,,,True,Clean,False,2,REG-692685344,38961.0,58721.17,61009.91,0.6386,1.5659,0.747
A-000163,Condo,FR,Paris,48.87498,2.33666,A,USD,2025-10-30,23,143930.0,2002.0,14.0,23.0,0.0,2.0,0.0,238.0,931.0,23.8,27.91,Mixed,C,vacant,5500.0,1.0,2.05,0.7,,,,,,,,,,,,,False,Clean,True,0,REG-783948633,40419.0,84941.2,89467.23,0.4518,2.2135,0.825
A-000164,House,DE,Berlin,52.55944,13.40622,C,USD,2025-10-30,19,437592.0,2006.0,0.0,2.0,3.0,3.0,0.0,2294.0,1500.0,7.61,24.81,Industrial,C,owner,1771.0,0.0,1.39,0.58,,,,,,,,,,,,,False,Clean,False,1,REG-167479714,69779.0,199389.4,192428.5,0.3626,2.7577,0.671
A-000165,House,VN,Ho Chi Minh,10.7911,106.71353,B,USD,2025-10-30,55,418942.0,1970.0,0.0,2.0,0.0,1.0,2.0,1695.0,1538.0,24.85,26.74,Commercial,C,vacant,3071.0,0.0,2.18,1.7,,,,,,,,,,,,,True,Disputed,True,1,REG-741915359,75983.0,216651.71,208938.33,0.3637,2.7498,0.823
A-000166,Condo,VN,Hanoi,20.99264,105.82038,A,USD,2025-10-30,13,194867.0,2012.0,5.0,39.0,4.0,2.0,2.0,146.0,140.0,28.95,19.06,Residential,C,tenant,3849.0,0.0,3.16,0.96,,,,,,,,,,,,,False,Clean,True,0,REG-157465877,88463.0,139903.22,143258.73,0.6175,1.6194,0.863
A-000167,Car,JP,Tokyo,35.70042,139.67903,C,USD,2025-10-30,7,33169.0,,,,,,,,,,,,,,,,,,,,2017 BMW C-Class,2017.0,181512.0,3545.0,0.0,8.0,1.0,,,,False,Clean,True,0,REG-181154778,10802.0,19694.68,17878.71,0.6042,1.6551,0.658
A-000168,House,US,New York,40.69816,-74.02829,B,USD,2025-10-30,55,143516.0,1970.0,0.0,2.0,0.0,2.0,1.0,1002.0,432.0,28.27,28.3,Industrial,C,owner,3276.0,0.0,0.85,2.09,,,,,,,,,,,,,True,Clean,True,0,REG-142627395,20616.0,67322.53,68955.51,0.299,3.3448,0.84
A-000169,Apartment,US,San Jose,37.32312,-121.917,C,USD,2025-10-30,34,117916.0,1991.0,2.0,37.0,2.0,1.0,2.0,34.0,79.0,13.53,12.49,Residential,C,vacant,4840.0,0.0,2.33,2.49,,,,,,,,,,,,,True,Disputed,False,2,REG-555825978,13812.0,39268.21,39191.78,0.3524,2.8375,0.736
A-000170,Car,UK,London,51.52163,-0.12652,B,USD,2025-10-30,2,6520.0,,,,,,,,,,,,,,,,,,,,2015 Honda 3 Series,2015.0,78394.0,2234.0,0.0,14.0,2.0,,,,True,Clean,True,0,REG-905129300,1443.0,3144.92,3028.48,0.4765,2.0987,0.825
