asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score
A-000194,House,UK,London,51.52474,-0.12101,C,USD,2025-10-30,40,471367.0,1985.0,0.0,4.0,2.0,2.0,0.0,2002.0,1268.0,10.89,12.9,Residential,D,tenant,4305.0,0.0,1.17,2.25,,,,,,,,,,True,Clean,False,1,REG-221753735,125468.0,161538.5,159604.32,0.7861,1.2721,0.751
A-000195,House,FR,Paris,48.8401,2.32911,A,USD,2025-10-30,48,465834.0,1977.0,0.0,5.0,1.0,3.0,1.0,1245.0,3263.0,14.91,7.72,Residential,B,tenant,174.0,0.0,1.19,0.7,,,,,,,,,,False,Clean,True,0,REG-725693339,172942.0,260206.34,248392.16,0.6962,1.4363,0.895
A-000196,House,DE,Berlin,52.49932,13.4039,C,USD,2025-10-30,44,410628.0,1981.0,0.0,3.0,5.0,2.0,0.0,504.0,1158.0,12.4,18.96,Residential,C,vacant,3730.0,0.0,2.47,0.53,,,,,,,,,,False,Clean,False,0,REG-190856079,55207.0,158761.18,164214.26,0.3362,2.9745,0.742
A-000197,Condo,VN,Ho Chi Minh,10.78342,106.69774,B,USD,2025-10-30,20,251250.0,2005.0,8.0,11.0,5.0,2.0,1.0,349.0,962.0,16.57,28.68,Commercial,C,vacant,2427.0,0.0,0.78,0.83,,,,,,,,,,True,Clean,True,1,REG-550284052,101262.0,144822.89,145993.51,0.6936,1.4417,0.843
A-000198,Land Plot,VN,Hanoi,21.00614,105.83652,B,USD,2025-10-30,45,292431.0,,,,,,,,1426.0,26.48,,Agricultural,,,,,,,B,True,,,,,,,,True,Clean,False,1,REG-870373719,507145.0,944039.59,939356.6,0.5399,1.8522,0.759
A-000199,Apartment,JP,Tokyo,35.66917,139.70144,B,USD,2025-10-30,28,160577.0,1997.0,18.0,23.0,0.0,1.0,1.0,365.0,36.0,15.72,8.6,Residential,C,owner,3158.0,1.0,1.93,1.12,,,,,,,,,,True,Clean,False,0,REG-494224102,35525.0,70756.99,70189.89,0.5061,1.9758,0.71
A-000200,Car,US,New York,40.69351,-74.06224,B,USD,2025-10-30,36,41187.0,,,,,,,,,,,,,,,,,,,,2025 Mazda F-150,2025.0,171456.0,4143.0,0.0,11.0,1.0,True,Clean,False,1,REG-411105900,30413.0,40049.91,41561.08,0.7318,1.3666,0.767
A-000201,Car,US,San Jose,37.32469,-121.9137,A,USD,2025-10-30,50,63619.0,,,,,,,,,,,,,,,,,,,,2014 Mazda C-Class,2014.0,232884.0,1393.0,1.0,10.0,1.0,False,Clean,True,1,REG-646419314,17600.0,25031.8,22004.69,0.7998,1.2503,0.904
A-000202,Apartment,UK,London,51.5006,-0.10882,A,USD,2025-10-30,41,120581.0,1984.0,9.0,3.0,2.0,1.0,0.0,234.0,567.0,8.82,21.33,Commercial,E,tenant,427.0,0.0,1.91,2.01,,,,,,,,,,True,Clean,True,0,REG-786093476,49018.0,66567.24,69952.77,0.7007,1.4271,0.851
A-000203,Apartment,FR,Paris,48.867,2.34857,D,USD,2025-10-30,42,91417.0,1983.0,14.0,7.0,2.0,2.0,2.0,350.0,461.0,21.04,24.14,Industrial,D,tenant,2767.0,0.0,3.99,1.11,,,,,,,,,,True,Clean,False,0,REG-795697322,8550.0,21490.39,21894.49,0.3905,2.5608,0.621
A-000204,Condo,DE,Berlin,52.50881,13.41722,C,USD,2025-10-30,27,195449.0,1998.0,23.0,37.0,1.0,2.0,2.0,298.0,887.0,11.36,25.06,Mixed,C,owner,4115.0,0.0,2.61,1.26,,,,,,,,,,False,Clean,True,0,REG-604474573,30928.0,76215.47,77777.64,0.3976,2.5148,0.704
A-000205,Car,VN,Ho Chi Minh,10.738,106.68429,C,USD,2025-10-30,46,13434.0,,,,,,,,,,,,,,,,,,,,2010 Mazda Sportage,2010.0,43287.0,4162.0,0.0,13.0,2.0,True,Clean,False,0,REG-653965024,1334.0,4011.15,3809.92,0.3501,2.856,0.726
A-000206,Car,VN,Hanoi,21.00314,105.84567,B,USD,2025-10-30,28,21271.0,,,,,,,,,,,,,,,,,,,,2021 Honda Sportage,2021.0,82864.0,2213.0,0.0,3.0,1.0,False,Clean,True,0,REG-838006264,11887.0,15438.43,15464.81,0.7686,1.301,0.817
A-000207,Car,JP,Tokyo,35.67734,139.6876,C,USD,2025-10-30,51,54090.0,,,,,,,,,,,,,,,,,,,,2016 Ford Elantra,2016.0,227024.0,2918.0,0.0,10.0,1.0,True,Pending Verification,True,1,REG-118259661,8290.0,25167.01,27620.97,0.3001,3.3318,0.756
A-000208,Condo,US,New York,40.73325,-73.99591,A,USD,2025-10-30,4,144321.0,2021.0,1.0,38.0,0.0,3.0,1.0,243.0,811.0,7.31,6.36,Industrial,B,tenant,3411.0,0.0,2.22,1.18,,,,,,,,,,True,Clean,False,2,REG-710974395,51855.0,132469.37,142177.12,0.3647,2.7418,0.909
A-000209,Car,US,San Jose,37.33133,-121.88035,C,USD,2025-10-30,37,53209.0,,,,,,,,,,,,,,,,,,,,2021 Honda Elantra,2021.0,137752.0,4256.0,1.0,9.0,3.0,True,Clean,True,1,REG-537542477,19698.0,33140.15,32348.76,0.6089,1.6422,0.707
A-000210,Land Plot,UK,London,51.50685,-0.09684,B,USD,2025-10-30,25,297730.0,,,,,,,,5859.0,54.3,,Residential,,,,,,,A,True,,,,,,,,False,Clean,False,0,REG-252727238,1669621.0,4047190.92,4332203.98,0.3854,2.5947,0.856
A-000211,House,FR,Paris,48.87596,2.34073,A,USD,2025-10-30,7,408912.0,2018.0,0.0,2.0,3.0,1.0,1.0,204.0,1847.0,15.42,7.87,Commercial,B,tenant,4539.0,0.0,3.68,1.05,,,,,,,,,,True,Clean,True,1,REG-280914533,198298.0,331729.62,321865.18,0.6161,1.6231,0.875
A-000212,Land Plot,DE,Berlin,52.52001,13.41519,B,USD,2025-10-30,37,125097.0,,,,,,,,7536.0,34.41,,Agricultural,,,,,,,A,False,,,,,,,,True,Clean,False,0,REG-235587481,1070959.0,2366877.59,2302725.64,0.4651,2.1502,0.829
A-000213,Apartment,VN,Ho Chi Minh,10.84048,106.68568,B,USD,2025-10-30,17,85071.0,2008.0,24.0,13.0,4.0,3.0,2.0,336.0,100.0,18.97,18.32,Commercial,D,owner,1857.0,0.0,1.15,1.32,,,,,,,,,,True,Clean,False,0,REG-313174542,40808.0,53979.69,48477.51,0.8418,1.1879,0.81
A-000214,Land Plot,VN,Hanoi,21.0103,105.82879,A,USD,2025-10-30,39,362634.0,,,,,,,,5303.0,34.04,,Residential,,,,,,,A,False,,,,,,,,False,Disputed,True,2,REG-644205007,1922935.0,5963133.73,5739308.12,0.335,2.9847,0.881
A-000215,Land Plot,JP,Tokyo,35.67104,139.72909,A,USD,2025-10-30,39,399675.0,,,,,,,,7935.0,17.95,,Residential,,,,,,,B,True,,,,,,,,False,Clean,True,0,REG-425109364,3065834.0,9573270.55,8829087.54,0.3472,2.8798,0.909
A-000216,Condo,US,New York,40.74543,-73.99249,D,USD,2025-10-30,47,239597.0,1978.0,6.0,16.0,5.0,2.0,0.0,147.0,775.0,6.91,10.79,Mixed,C,vacant,3201.0,0.0,3.6,1.35,,,,,,,,,,True,Clean,True,1,REG-881836002,33929.0,62032.56,58428.78,0.5807,1.7221,0.672
A-000217,Car,US,San Jose,37.34132,-121.89929,C,USD,2025-10-30,47,31757.0,,,,,,,,,,,,,,,,,,,,2023 Honda 3 Series,2023.0,190295.0,1416.0,0.0,4.0,3.0,True,Clean,False,0,REG-457726674,8893.0,24903.97,24735.68,0.3595,2.7815,0.707
A-000218,House,UK,London,51.48496,-0.1233,B,USD,2025-10-30,55,443213.0,1970.0,0.0,3.0,4.0,1.0,1.0,199.0,3643.0,21.72,9.33,Mixed,C,owner,3304.0,0.0,0.51,1.16,,,,,,,,,,True,Clean,False,2,REG-796041358,163606.0,223249.12,225265.71,0.7263,1.3769,0.799
A-000219,Land Plot,FR,Paris,48.87696,2.34154,D,USD,2025-10-30,42,392604.0,,,,,,,,1695.0,44.91,,Commercial,,,,,,,B,False,,,,,,,,True,Clean,False,1,REG-347389368,272152.0,904715.86,968062.52,0.2811,3.5571,0.61
A-000220,Apartment,DE,Berlin,52.50463,13.40506,C,USD,2025-10-30,59,121246.0,1966.0,1.0,11.0,5.0,3.0,0.0,85.0,563.0,23.63,4.0,Industrial,C,tenant,3007.0,0.0,1.99,0.95,,,,,,,,,,False,Clean,False,1,REG-991131051,18330.0,46368.08,44628.77,0.4107,2.4347,0.664
A-000221,Car,VN,Ho Chi Minh,10.76643,106.71025,C,USD,2025-10-30,32,54989.0,,,,,,,,,,,,,,,,,,,,2011 Ford 3 Series,2011.0,228620.0,1235.0,1.0,9.0,3.0,False,Disputed,True,2,REG-704814149,7716.0,19224.95,18917.12,0.4079,2.4517,0.772
A-000222,Condo,VN,Hanoi,21.00193,105.82529,B,USD,2025-10-30,59,167073.0,1966.0,16.0,15.0,4.0,3.0,0.0,376.0,857.0,9.66,5.87,Residential,D,owner,5839.0,0.0,1.08,1.68,,,,,,,,,,False,Clean,False,0,REG-679184620,43397.0,75519.11,72692.1,0.597,1.675,0.816
A-000223,Land Plot,JP,Tokyo,35.69909,139.70618,C,USD,2025-10-30,16,344300.0,,,,,,,,6967.0,15.73,,Commercial,,,,,,,B,False,,,,,,,,True,Clean,True,1,REG-660565868,1893394.0,4089565.28,4041271.54,0.4685,2.1344,0.733
A-000224,Condo,US,New York,40.69592,-73.98137,C,USD,2025-10-30,7,90194.0,2018.0,1.0,19.0,2.0,1.0,1.0,127.0,571.0,27.88,8.81,Mixed,B,tenant,1204.0,1.0,2.56,1.22,,,,,,,,,,False,Clean,False,1,REG-280599962,34037.0,45932.49,44051.39,0.7727,1.2942,0.624
A-000225,House,US,San Jose,37.32623,-121.88283,B,USD,2025-10-30,24,363793.0,2001.0,0.0,5.0,5.0,2.0,1.0,2632.0,3490.0,8.1,11.27,Commercial,A,owner,217.0,0.0,2.12,1.26,,,,,,,,,,False,Clean,False,1,REG-193884536,131792.0,178745.75,170717.51,0.772,1.2954,0.761
A-000226,Condo,UK,London,51.53284,-0.11377,B,USD,2025-10-30,14,179218.0,2011.0,18.0,31.0,5.0,2.0,1.0,168.0,668.0,14.41,15.92,Residential,C,vacant,3149.0,1.0,0.29,0.83,,,,,,,,,,True,Disputed,True,1,REG-756638878,53797.0,104674.72,103142.78,0.5216,1.9173,0.697
A-000227,House,FR,Paris,48.86727,2.36514,C,USD,2025-10-30,51,251011.0,1974.0,0.0,3.0,3.0,1.0,1.0,1077.0,811.0,15.62,17.66,Industrial,C,owner,1603.0,1.0,1.57,1.28,,,,,,,,,,False,Clean,True,0,REG-274413351,40380.0,88121.71,85694.76,0.4712,2.1222,0.596
A-000228,Condo,DE,Berlin,52.46375,13.38995,C,USD,2025-10-30,17,224051.0,2008.0,15.0,9.0,0.0,1.0,1.0,317.0,365.0,5.86,3.98,Commercial,B,tenant,2370.0,1.0,1.1,0.26,,,,,,,,,,True,Clean,True,0,REG-218084464,52056.0,96174.63,91154.74,0.5711,1.7511,0.62
A-000229,House,VN,Ho Chi Minh,10.81039,106.68773,D,USD,2025-10-30,55,434945.0,1970.0,0.0,3.0,0.0,2.0,2.0,861.0,2723.0,18.81,8.79,Industrial,C,tenant,1558.0,0.0,1.92,0.51,,,,,,,,,,False,Clean,True,1,REG-533078469,53320.0,103473.38,95077.72,0.5608,1.7832,0.613
A-000230,Land Plot,VN,Hanoi,21.00611,105.89041,D,USD,2025-10-30,52,90210.0,,,,,,,,2592.0,46.23,,Commercial,,,,,,,B,False,,,,,,,,True,Clean,False,2,REG-955076791,91019.0,295120.93,299185.81,0.3042,3.2871,0.695
A-000231,House,JP,Tokyo,35.69598,139.67121,B,USD,2025-10-30,26,179944.0,1999.0,0.0,2.0,2.0,1.0,0.0,1420.0,2405.0,22.97,14.03,Mixed,C,owner,2435.0,0.0,2.27,0.61,,,,,,,,,,False,Disputed,True,1,REG-610017609,51749.0,100677.89,100205.24,0.5164,1.9364,0.783
A-000232,Land Plot,US,New York,40.72586,-74.0198,C,USD,2025-10-30,42,392864.0,,,,,,,,3325.0,27.12,,Agricultural,,,,,,,B,False,,,,,,,,True,Clean,False,1,REG-438003190,1913457.0,2536105.15,2676785.97,0.7148,1.3989,0.691
A-000233,Apartment,US,San Jose,37.37273,-121.87263,C,USD,2025-10-30,7,219765.0,2018.0,4.0,1.0,5.0,2.0,1.0,267.0,274.0,15.16,13.66,Residential,B,tenant,1808.0,0.0,1.71,2.99,,,,,,,,,,True,Clean,False,0,REG-836666020,40522.0,111736.59,107372.48,0.3774,2.6497,0.769
A-000234,Apartment,UK,London,51.51627,-0.12096,A,USD,2025-10-30,16,239166.0,2009.0,19.0,34.0,3.0,3.0,0.0,249.0,293.0,10.18,14.95,Mixed,B,owner,3812.0,0.0,1.39,1.33,,,,,,,,,,True,Clean,False,0,REG-355855984,107377.0,167721.56,169224.11,0.6345,1.576,0.874
A-000235,Land Plot,FR,Paris,48.86602,2.38213,C,USD,2025-10-30,49,70350.0,,,,,,,,918.0,26.66,,Industrial,,,,,,,D,False,,,,,,,,False,Disputed,False,0,REG-860912107,47834.0,91804.05,90716.06,0.5273,1.8965,0.738
A-000236,Condo,DE,Berlin,52.503,13.38388,B,USD,2025-10-30,37,150583.0,1988.0,22.0,8.0,5.0,3.0,0.0,291.0,989.0,26.87,6.29,Industrial,C,owner,4794.0,0.0,2.73,1.12,,,,,,,,,,True,Clean,True,1,REG-548946031,50105.0,70824.91,73821.42,0.6787,1.4733,0.865
A-000237,Apartment,VN,Ho Chi Minh,10.78051,106.71085,D,USD,2025-10-30,12,191571.0,2013.0,12.0,13.0,4.0,2.0,0.0,223.0,757.0,20.37,24.26,Commercial,C,owner,1505.0,1.0,3.88,1.08,,,,,,,,,,False,Clean,False,0,REG-864348332,23275.0,71248.55,68853.47,0.338,2.9583,0.598
A-000238,Condo,VN,Hanoi,21.00828,105.85516,C,USD,2025-10-30,34,137840.0,1991.0,7.0,29.0,3.0,1.0,2.0,392.0,626.0,10.15,26.18,Residential,B,owner,4032.0,0.0,2.4,1.35,,,,,,,,,,False,Clean,True,1,REG-722018812,19534.0,46751.79,46650.78,0.4187,2.3882,0.699
A-000239,Apartment,JP,Tokyo,35.69261,139.67525,C,USD,2025-10-30,52,236172.0,1973.0,14.0,16.0,2.0,1.0,1.0,217.0,208.0,25.11,27.68,Residential,B,owner,5463.0,1.0,2.51,0.5,,,,,,,,,,False,Clean,False,0,REG-719303755,60161.0,79190.77,87717.51,0.6858,1.458,0.556
A-000240,Apartment,US,New York,40.68625,-74.00639,B,USD,2025-10-30,57,160095.0,1968.0,24.0,14.0,3.0,2.0,1.0,106.0,520.0,23.94,7.5,Industrial,A,owner,3922.0,1.0,2.23,2.47,,,,,,,,,,True,Clean,True,2,REG-251550683,41824.0,73909.01,68486.89,0.6107,1.6375,0.742
A-000241,Land Plot,US,San Jose,37.3229,-121.89181,B,USD,2025-10-30,22,340775.0,,,,,,,,4308.0,39.62,,Agricultural,,,,,,,B,False,,,,,,,,False,Clean,True,0,REG-927525976,1565655.0,3395825.22,3232472.93,0.4844,2.0646,0.758
A-000242,Land Plot,UK,London,51.4981,-0.13551,A,USD,2025-10-30,22,361420.0,,,,,,,,6151.0,53.65,,Residential,,,,,,,C,False,,,,,,,,True,Clean,True,0,REG-278354106,2365626.0,5163811.94,5212130.24,0.4539,2.2033,0.859
A-000243,Condo,FR,Paris,48.8317,2.37245,C,USD,2025-10-30,25,192673.0,2000.0,14.0,31.0,0.0,2.0,2.0,230.0,274.0,18.28,17.84,Mixed,A,owner,3615.0,0.0,1.48,0.99,,,,,,,,,,True,Pending Verification,False,1,REG-903729973,44515.0,72762.94,77801.99,0.5722,1.7478,0.688
A-000244,Apartment,DE,Berlin,52.51949,13.42688,B,USD,2025-10-30,36,117964.0,1989.0,10.0,20.0,2.0,1.0,0.0,156.0,914.0,8.54,18.7,Industrial,B,owner,5143.0,1.0,1.35,1.3,,,,,,,,,,False,Clean,False,1,REG-985882609,27844.0,62537.75,63599.61,0.4378,2.2841,0.746
A-000245,Car,VN,Ho Chi Minh,10.79978,106.64522,C,USD,2025-10-30,49,68325.0,,,,,,,,,,,,,,,,,,,,2023 Honda C-Class,2023.0,205608.0,2016.0,0.0,13.0,2.0,False,Clean,True,1,REG-645552309,23460.0,61358.85,62555.23,0.375,2.6665,0.716
A-000246,Land Plot,VN,Hanoi,21.03655,105.80879,C,USD,2025-10-30,10,252542.0,,,,,,,,6514.0,7.96,,Agricultural,,,,,,,B,True,,,,,,,,True,Pending Verification,False,0,REG-933752469,1363719.0,2643764.18,2551673.96,0.5344,1.8711,0.721
A-000247,Land Plot,JP,Tokyo,35.68469,139.65819,B,USD,2025-10-30,55,94818.0,,,,,,,,5295.0,31.28,,Residential,,,,,,,C,True,,,,,,,,True,Pending Verification,True,0,REG-369682206,297143.0,928739.55,885370.18,0.3356,2.9796,0.856
A-000248,House,US,New York,40.68619,-73.99233,B,USD,2025-10-30,4,460443.0,2021.0,0.0,4.0,2.0,2.0,2.0,2323.0,1441.0,21.12,5.38,Mixed,B,owner,2843.0,0.0,3.01,0.02,,,,,,,,,,True,Clean,True,0,REG-851449970,254951.0,320451.9,302440.25,0.843,1.1863,0.77
A-000249,Apartment,US,San Jose,37.32351,-121.88248,C,USD,2025-10-30,52,136408.0,1973.0,16.0,28.0,5.0,2.0,2.0,338.0,943.0,8.53,4.31,Residential,B,owner,102.0,0.0,1.73,0.89,,,,,,,,,,True,Clean,False,0,REG-211735011,27975.0,43920.56,45681.33,0.6124,1.6329,0.759
A-000250,Condo,UK,London,51.49409,-0.11284,C,USD,2025-10-30,7,124744.0,2018.0,17.0,5.0,5.0,1.0,2.0,276.0,443.0,12.96,23.34,Residential,B,owner,3257.0,1.0,1.02,0.69,,,,,,,,,,False,Clean,False,1,REG-769059889,43862.0,57340.7,61081.41,0.7181,1.3926,0.564
A-000251,Apartment,FR,Paris,48.84532,2.32128,D,USD,2025-10-30,14,143769.0,2011.0,15.0,2.0,2.0,1.0,0.0,71.0,495.0,18.58,5.67,Residential,B,tenant,4795.0,0.0,1.86,1.23,,,,,,,,,,True,Clean,True,1,REG-503858366,31106.0,44429.46,43851.71,0.7093,1.4098,0.629
A-000252,Condo,DE,Berlin,52.5153,13.41021,A,USD,2025-10-30,33,147462.0,1992.0,4.0,38.0,1.0,1.0,0.0,363.0,261.0,15.98,20.63,Residential,B,owner,3056.0,0.0,3.37,1.41,,,,,,,,,,False,Clean,True,0,REG-673550298,61848.0,91510.78,91570.51,0.6754,1.4806,0.902
A-000253,Car,VN,Ho Chi Minh,10.76921,106.69353,A,USD,2025-10-30,50,28950.0,,,,,,,,,,,,,,,,,,,,2014 Toyota F-150,2014.0,85330.0,4120.0,1.0,13.0,1.0,True,Clean,True,0,REG-897096626,7709.0,10819.23,11699.5,0.6589,1.5176,0.876
A-000254,House,VN,Hanoi,21.02093,105.86709,C,USD,2025-10-30,19,235012.0,2006.0,0.0,5.0,5.0,1.0,1.0,2847.0,1062.0,6.92,24.19,Industrial,B,tenant,3328.0,0.0,3.02,2.99,,,,,,,,,,True,Clean,False,1,REG-961833189,63316.0,106999.29,101882.07,0.6215,1.6091,0.684
A-000255,Condo,JP,Tokyo,35.67623,139.73231,C,USD,2025-10-30,9,92573.0,2016.0,9.0,25.0,0.0,3.0,1.0,135.0,962.0,11.33,14.49,Residential,B,owner,1711.0,0.0,0.96,1.29,,,,,,,,,,False,Clean,True,1,REG-401901332,25059.0,49776.88,53292.64,0.4702,2.1267,0.665
A-000256,Land Plot,US,New York,40.68656,-74.022,A,USD,2025-10-30,55,314784.0,,,,,,,,3535.0,23.91,,Industrial,,,,,,,C,True,,,,,,,,True,Clean,True,1,REG-327730268,1027158.0,2700111.88,2519755.57,0.4076,2.4531,0.923
A-000257,Condo,US,San Jose,37.32901,-121.89874,B,USD,2025-10-30,52,238827.0,1973.0,14.0,34.0,1.0,2.0,0.0,286.0,723.0,23.47,20.99,Mixed,D,tenant,1222.0,0.0,2.37,0.95,,,,,,,,,,True,Clean,True,0,REG-652891701,60316.0,118655.14,130786.58,0.4612,2.1684,0.853
A-000258,Land Plot,UK,London,51.49523,-0.13765,A,USD,2025-10-30,14,188304.0,,,,,,,,3147.0,50.55,,Agricultural,,,,,,,B,True,,,,,,,,True,Disputed,True,0,REG-956649202,637989.0,2024658.13,2131411.65,0.2993,3.3408,0.908
A-000259,Apartment,FR,Paris,48.84248,2.34806,C,USD,2025-10-30,48,198440.0,1977.0,22.0,31.0,5.0,1.0,0.0,114.0,55.0,6.24,8.15,Mixed,C,vacant,1276.0,0.0,1.9,0.01,,,,,,,,,,False,Clean,False,0,REG-297205006,35408.0,70002.1,73055.94,0.4847,2.0633,0.694
A-000260,Condo,DE,Berlin,52.53181,13.39678,B,USD,2025-10-30,33,172422.0,1992.0,18.0,20.0,2.0,1.0,0.0,308.0,226.0,25.27,10.23,Residential,B,owner,4648.0,0.0,3.77,1.58,,,,,,,,,,True,Clean,True,0,REG-209001284,37246.0,78134.06,78534.19,0.4743,2.1085,0.814
A-000261,Land Plot,VN,Ho Chi Minh,10.76519,106.69916,D,USD,2025-10-30,38,373300.0,,,,,,,,1224.0,24.65,,Industrial,,,,,,,B,True,,,,,,,,False,Pending Verification,True,0,REG-835650582,374099.0,561848.63,581880.48,0.6429,1.5554,0.68
A-000262,Land Plot,VN,Hanoi,20.99933,105.84984,A,USD,2025-10-30,57,206062.0,,,,,,,,2208.0,50.47,,Commercial,,,,,,,B,False,,,,,,,,False,Clean,False,0,REG-354173633,384257.0,1268490.63,1371736.5,0.2801,3.5698,0.92
A-000263,Car,JP,Tokyo,35.69053,139.70118,A,USD,2025-10-30,3,46662.0,,,,,,,,,,,,,,,,,,,,2020 Hyundai Civic,2020.0,15132.0,1353.0,0.0,4.0,1.0,False,Clean,False,0,REG-220462887,12826.0,34600.75,34810.51,0.3685,2.7141,0.842
A-000264,Condo,US,New York,40.69663,-74.03373,B,USD,2025-10-30,12,110319.0,2013.0,11.0,21.0,3.0,2.0,2.0,309.0,25.0,4.01,12.46,Mixed,D,vacant,2196.0,1.0,1.5,1.31,,,,,,,,,,True,Clean,False,0,REG-929133415,44992.0,71234.33,78339.05,0.5743,1.7412,0.694
A-000265,Car,US,San Jose,37.37629,-121.88989,D,USD,2025-10-30,10,46292.0,,,,,,,,,,,,,,,,,,,,2018 Ford Civic,2018.0,119305.0,3183.0,1.0,7.0,2.0,False,Clean,False,1,REG-864174307,15751.0,22729.78,24122.17,0.653,1.5315,0.592
A-000266,Land Plot,UK,London,51.50759,-0.08945,A,USD,2025-10-30,11,193813.0,,,,,,,,1215.0,36.36,,Industrial,,,,,,,A,False,,,,,,,,True,Pending Verification,True,0,REG-534476532,437139.0,686504.89,696366.9,0.6277,1.593,0.94
A-000267,Car,FR,Paris,48.88351,2.31474,C,USD,2025-10-30,22,53890.0,,,,,,,,,,,,,,,,,,,,2017 BMW Corolla,2017.0,153636.0,2668.0,0.0,5.0,1.0,False,Clean,True,0,REG-855650429,17709.0,29518.04,28728.39,0.6164,1.6222,0.69
A-000268,Car,DE,Berlin,52.54722,13.37714,C,USD,2025-10-30,19,27764.0,,,,,,,,,,,,,,,,,,,,2019 Honda Corolla,2019.0,167211.0,1981.0,0.0,13.0,2.0,False,Clean,False,2,REG-157914083,11718.0,15324.34,17077.02,0.6862,1.4573,0.667
A-000269,Condo,VN,Ho Chi Minh,10.78631,106.67827,B,USD,2025-10-30,34,274640.0,1991.0,2.0,6.0,4.0,1.0,2.0,212.0,346.0,12.48,6.46,Mixed,E,tenant,1385.0,1.0,1.97,2.24,,,,,,,,,,True,Clean,True,1,REG-274691522,85064.0,129183.28,140536.98,0.6053,1.6521,0.769
A-000270,Condo,VN,Hanoi,21.0314,105.80288,C,USD,2025-10-30,34,91981.0,1991.0,22.0,23.0,1.0,2.0,2.0,368.0,34.0,18.94,15.82,Commercial,C,owner,1737.0,1.0,1.52,1.58,,,,,,,,,,True,Clean,True,1,REG-626151890,17953.0,29973.41,28652.14,0.6266,1.596,0.64
A-000271,Land Plot,JP,Tokyo,35.66029,139.70341,C,USD,2025-10-30,26,61052.0,,,,,,,,6694.0,38.31,,Agricultural,,,,,,,B,False,,,,,,,,False,Clean,True,0,REG-235331097,408623.0,658196.45,580708.6,0.7037,1.4211,0.656
A-000272,Car,US,New York,40.72568,-74.00295,A,USD,2025-10-30,10,68257.0,,,,,,,,,,,,,,,,,,,,2016 Honda Civic,2016.0,215029.0,1378.0,0.0,7.0,1.0,True,Clean,False,0,REG-752693119,16347.0,28119.96,28360.54,0.5764,1.7349,0.926
A-000273,Land Plot,US,San Jose,37.34025,-121.92082,A,USD,2025-10-30,53,78540.0,,,,,,,,3592.0,37.49,,Residential,,,,,,,B,False,,,,,,,,True,Clean,False,0,REG-986419988,535569.0,708485.16,738555.61,0.7252,1.379,0.846
A-000274,Land Plot,UK,London,51.5091,-0.11566,B,USD,2025-10-30,41,380854.0,,,,,,,,2101.0,54.05,,Commercial,,,,,,,C,True,,,,,,,,True,Clean,False,0,REG-993589532,1383176.0,1883346.6,1936526.87,0.7143,1.4001,0.821
A-000275,Condo,FR,Paris,48.86742,2.36205,C,USD,2025-10-30,52,200024.0,1973.0,9.0,34.0,1.0,3.0,1.0,345.0,420.0,4.39,4.89,Industrial,C,vacant,1171.0,0.0,2.49,0.74,,,,,,,,,,True,Clean,False,0,REG-855493985,33450.0,75076.54,84420.77,0.3962,2.5238,0.763
A-000276,House,DE,Berlin,52.49352,13.39454,C,USD,2025-10-30,39,323798.0,1986.0,0.0,1.0,2.0,3.0,2.0,1374.0,4209.0,5.5,19.63,Industrial,C,vacant,4633.0,1.0,3.03,1.51,,,,,,,,,,False,Clean,False,2,REG-782740806,44434.0,127258.48,123745.97,0.3591,2.7849,0.647
A-000277,Land Plot,VN,Ho Chi Minh,10.76871,106.71566,D,USD,2025-10-30,19,182721.0,,,,,,,,7256.0,21.43,,Residential,,,,,,,C,False,,,,,,,,True,Disputed,True,1,REG-996628813,1275855.0,1706062.94,1677646.35,0.7605,1.3149,0.694
A-000278,Car,VN,Hanoi,21.03266,105.84757,B,USD,2025-10-30,21,49203.0,,,,,,,,,,,,,,,,,,,,2018 Toyota Civic,2018.0,49869.0,4269.0,1.0,14.0,1.0,True,Clean,False,1,REG-907248511,16299.0,23976.26,24014.11,0.6787,1.4733,0.765
A-000279,Car,JP,Tokyo,35.7307,139.6938,B,USD,2025-10-30,14,64208.0,,,,,,,,,,,,,,,,,,,,2015 Hyundai CX-5,2015.0,233296.0,3872.0,0.0,7.0,3.0,False,Clean,False,1,REG-172017482,16096.0,23913.17,25034.7,0.6429,1.5553,0.86
A-000280,Condo,US,New York,40.663,-74.00108,B,USD,2025-10-30,21,242024.0,2004.0,21.0,4.0,2.0,3.0,2.0,397.0,183.0,26.52,9.58,Commercial,C,vacant,5828.0,1.0,0.57,1.82,,,,,,,,,,False,Clean,False,1,REG-594083145,52450.0,143219.53,129257.05,0.4058,2.4644,0.748
