asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,deposit_amount,interest_rate_apy,maturity_months,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score
A-000087,Shop,JP,Tokyo,35.65673,139.69324,B,USD,2025-10-30,46,545395.0,1979.0,0.0,4.0,0.0,2.0,1.0,2229.0,4188.0,9.54,3.12,Industrial,E,owner,3427.0,0.0,1.85,1.64,,,,,,,,,,,,,False,Clean,True,0,REG-798051613,175328.0,260309.06,229796.37,0.763,1.3107,0.778
A-000088,Condo,US,New York,40.6903,-74.01911,B,USD,2025-10-30,8,296427.0,2017.0,4.0,17.0,3.0,2.0,0.0,371.0,71.0,22.98,23.37,Residential,A,tenant,786.0,0.0,1.69,2.29,,,,,,,,,,,,,True,Clean,True,1,REG-721361758,162271.0,215270.7,211139.64,0.7685,1.3012,0.787
A-000089,Car,US,San Jose,37.33915,-121.88843,D,USD,2025-10-30,50,46082.0,,,,,,,,,,,,,,,,,,,,2016 BMW Civic,2016.0,25837.0,1550.0,0.0,6.0,3.0,,,,False,Clean,True,0,REG-462583580,18710.0,25789.83,22766.87,0.8218,1.2168,0.607
A-000090,Land Plot,UK,London,51.52156,-0.1444,C,USD,2025-10-30,46,88838.0,,,,,,,,7511.0,45.06,,Agricultural,,,,,,,C,False,,,,,,,,,,,False,Clean,True,0,REG-209588315,748415.0,1113074.81,1141071.35,0.6559,1.5247,0.745
A-000091,Car,FR,Paris,48.87297,2.32016,B,USD,2025-10-30,23,59088.0,,,,,,,,,,,,,,,,,,,,2022 Mazda Sportage,2022.0,200554.0,1848.0,0.0,4.0,3.0,,,,False,Clean,True,1,REG-871926839,30016.0,43027.43,39241.42,0.7649,1.3074,0.842
A-000092,Deposit,DE,Berlin,52.56774,13.388,C,USD,2025-10-30,5,183240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,212063.0,5.32,6.0,True,Clean,False,2,REG-299892332,147149.0,212063.0,211115.92,0.697,1.4347,0.773
A-000093,Condo,VN,Ho Chi Minh,10.7827,106.709,C,USD,2025-10-30,56,264215.0,1969.0,23.0,1.0,2.0,1.0,2.0,291.0,320.0,16.89,4.49,Industrial,B,vacant,4502.0,0.0,1.86,1.9,,,,,,,,,,,,,False,Clean,False,0,REG-692632690,42526.0,99174.15,92321.47,0.4606,2.1709,0.745
A-000094,Deposit,VN,Hanoi,20.99502,105.8482,C,USD,2025-10-30,57,138343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,357908.0,4.0,15.0,True,Clean,True,0,REG-406354595,202506.0,357908.0,391961.29,0.5166,1.9356,0.709
A-000095,Deposit,JP,Tokyo,35.6852,139.7105,D,USD,2025-10-30,7,50897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,138924.0,5.47,35.0,True,Clean,True,2,REG-620748366,105714.0,138924.0,135253.45,0.7816,1.2794,0.6
A-000096,House,US,New York,40.73095,-74.03795,A,USD,2025-10-30,7,320609.0,2018.0,0.0,5.0,4.0,2.0,0.0,2336.0,263.0,26.94,20.24,Industrial,C,tenant,2487.0,0.0,2.91,0.11,,,,,,,,,,,,,False,Pending Verification,False,0,REG-127095490,119994.0,278828.64,273410.53,0.4389,2.2785,0.86
A-000097,Deposit,US,San Jose,37.31376,-121.87658,D,USD,2025-10-30,18,228272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,116144.0,4.29,24.0,True,Clean,True,1,REG-285869747,51975.0,116144.0,112859.22,0.4605,2.1714,0.615
A-000098,Shop,UK,London,51.51258,-0.0858,C,USD,2025-10-30,37,588587.0,1988.0,0.0,3.0,0.0,2.0,1.0,277.0,3776.0,14.63,5.34,Commercial,B,owner,4995.0,0.0,1.55,1.26,,,,,,,,,,,,,False,Clean,True,0,REG-724186421,128305.0,210385.94,213509.29,0.6009,1.6641,0.714
A-000099,Shop,FR,Paris,48.83757,2.37925,A,USD,2025-10-30,55,367671.0,1970.0,0.0,3.0,0.0,2.0,1.0,2906.0,4814.0,15.71,7.88,Commercial,A,owner,1301.0,0.0,1.7,0.28,,,,,,,,,,,,,True,Clean,True,0,REG-563176722,82253.0,218098.03,211953.42,0.3881,2.5768,0.85
A-000100,Land Plot,DE,Berlin,52.51921,13.41885,C,USD,2025-10-30,14,365142.0,,,,,,,,7559.0,46.59,,Industrial,,,,,,,C,False,,,,,,,,,,,False,Clean,False,0,REG-307611212,1796532.0,4051298.5,4049856.88,0.4436,2.2543,0.687
A-000101,Shop,VN,Ho Chi Minh,10.77076,106.71329,D,USD,2025-10-30,24,756406.0,2001.0,0.0,2.0,0.0,1.0,1.0,1613.0,3367.0,11.88,14.87,Mixed,E,vacant,5515.0,1.0,2.75,1.25,,,,,,,,,,,,,False,Clean,True,1,REG-873973488,122251.0,210636.44,211562.85,0.5778,1.7306,0.556
A-000102,House,VN,Hanoi,21.04957,105.82199,B,USD,2025-10-30,51,494450.0,1974.0,0.0,3.0,0.0,1.0,0.0,2292.0,4924.0,4.55,11.54,Industrial,B,tenant,5350.0,0.0,2.67,1.58,,,,,,,,,,,,,False,Clean,False,0,REG-579166430,157909.0,217987.2,222274.76,0.7104,1.4076,0.828
A-000103,Condo,JP,Tokyo,35.65831,139.71825,C,USD,2025-10-30,10,214738.0,2015.0,22.0,14.0,3.0,3.0,0.0,361.0,202.0,21.16,22.57,Residential,E,tenant,3596.0,0.0,3.81,2.34,,,,,,,,,,,,,False,Disputed,False,0,REG-593343050,43327.0,91003.08,88924.53,0.4872,2.0524,0.657
A-000104,House,US,New York,40.66984,-74.00467,C,USD,2025-10-30,6,448593.0,2019.0,0.0,3.0,3.0,2.0,2.0,781.0,957.0,9.81,15.28,Residential,B,owner,838.0,1.0,1.45,2.06,,,,,,,,,,,,,True,Clean,True,0,REG-141260009,159794.0,209571.89,197407.16,0.8095,1.2354,0.556
A-000105,Shop,US,San Jose,37.3306,-121.88129,D,USD,2025-10-30,50,189277.0,1975.0,0.0,4.0,0.0,2.0,1.0,1474.0,2132.0,18.87,7.15,Industrial,A,tenant,4438.0,0.0,3.13,1.16,,,,,,,,,,,,,True,Clean,True,0,REG-160034811,35882.0,53832.62,56164.18,0.6389,1.5652,0.601
A-000106,Deposit,UK,London,51.46562,-0.12807,D,USD,2025-10-30,22,67942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,427343.0,1.83,22.0,True,Clean,True,2,REG-691008628,326205.0,427343.0,429369.18,0.7597,1.3163,0.663
A-000107,Car,FR,Paris,48.81639,2.34241,A,USD,2025-10-30,24,35894.0,,,,,,,,,,,,,,,,,,,,2022 Kia Corolla,2022.0,74854.0,2780.0,0.0,5.0,3.0,,,,True,Clean,True,0,REG-164120029,20759.0,26735.73,26352.92,0.7877,1.2695,0.844
A-000108,Land Plot,DE,Berlin,52.52329,13.39719,A,USD,2025-10-30,32,136039.0,,,,,,,,3670.0,29.26,,Residential,,,,,,,B,True,,,,,,,,,,,False,Clean,False,0,REG-142635255,410031.0,1297477.74,1407541.91,0.2913,3.4328,0.875
A-000109,Land Plot,VN,Ho Chi Minh,10.7954,106.66214,A,USD,2025-10-30,45,329811.0,,,,,,,,106.0,34.17,,Commercial,,,,,,,B,False,,,,,,,,,,,False,Clean,False,0,REG-454664776,47354.0,100239.03,96197.99,0.4923,2.0315,0.842
A-000110,Apartment,VN,Hanoi,21.02781,105.85091,A,USD,2025-10-30,46,213884.0,1979.0,13.0,25.0,1.0,3.0,2.0,392.0,737.0,15.57,17.77,Residential,B,owner,551.0,1.0,1.91,0.31,,,,,,,,,,,,,True,Clean,True,2,REG-356326829,65174.0,120715.37,131442.03,0.4958,2.0168,0.787
A-000111,Apartment,JP,Tokyo,35.68319,139.68944,A,USD,2025-10-30,30,247788.0,1995.0,24.0,38.0,1.0,3.0,1.0,297.0,859.0,15.65,10.55,Commercial,B,tenant,5132.0,1.0,1.51,1.73,,,,,,,,,,,,,False,Clean,False,2,REG-757303218,56741.0,141820.23,138540.24,0.4096,2.4416,0.752
A-000112,Shop,US,New York,40.69013,-74.00411,B,USD,2025-10-30,39,384844.0,1986.0,0.0,1.0,0.0,2.0,0.0,1741.0,1387.0,27.4,12.25,Residential,A,tenant,3320.0,0.0,4.86,1.49,,,,,,,,,,,,,False,Clean,False,0,REG-519858336,123069.0,204005.21,197857.32,0.622,1.6077,0.841
A-000113,Car,US,San Jose,37.37445,-121.88454,B,USD,2025-10-30,36,27598.0,,,,,,,,,,,,,,,,,,,,2010 Toyota Sportage,2010.0,153258.0,1911.0,0.0,14.0,1.0,,,,True,Clean,True,0,REG-504451704,2084.0,6587.51,6398.57,0.3257,3.0703,0.778
A-000114,Shop,UK,London,51.50108,-0.16312,B,USD,2025-10-30,12,339467.0,2013.0,0.0,4.0,0.0,2.0,2.0,1092.0,4648.0,17.11,17.36,Mixed,C,tenant,1887.0,0.0,2.13,1.86,,,,,,,,,,,,,False,Clean,True,0,REG-303356808,105292.0,231804.17,222479.54,0.4733,2.113,0.766
A-000115,Deposit,FR,Paris,48.89087,2.35513,A,USD,2025-10-30,44,241774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,403397.0,5.21,22.0,False,Clean,True,1,REG-793168253,140762.0,403397.0,407660.63,0.3453,2.8961,0.88
A-000116,Deposit,DE,Berlin,52.53822,13.41397,B,USD,2025-10-30,16,259721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,447934.0,2.84,27.0,False,Clean,False,2,REG-266598657,246926.0,447934.0,429812.25,0.5745,1.7407,0.786
A-000117,House,VN,Ho Chi Minh,10.77944,106.70386,B,USD,2025-10-30,15,374400.0,2010.0,0.0,5.0,0.0,3.0,1.0,2904.0,2925.0,7.69,17.21,Mixed,B,tenant,1819.0,0.0,1.91,0.93,,,,,,,,,,,,,True,Clean,True,0,REG-968544803,164189.0,248576.48,239947.6,0.6843,1.4614,0.827
A-000118,Condo,VN,Hanoi,21.01271,105.84255,B,USD,2025-10-30,15,277893.0,2010.0,7.0,8.0,1.0,1.0,0.0,245.0,333.0,15.51,7.22,Industrial,B,vacant,4583.0,0.0,3.3,1.71,,,,,,,,,,,,,True,Clean,False,0,REG-943346286,56810.0,159127.39,145528.16,0.3904,2.5617,0.869
A-000119,House,JP,Tokyo,35.66298,139.66845,B,USD,2025-10-30,15,301500.0,2010.0,0.0,4.0,3.0,1.0,1.0,173.0,653.0,12.81,20.7,Industrial,A,vacant,5332.0,0.0,2.02,1.1,,,,,,,,,,,,,False,Clean,True,2,REG-873069753,101479.0,178477.44,184957.04,0.5487,1.8226,0.762
A-000120,Land Plot,US,New York,40.71074,-74.00654,A,USD,2025-10-30,23,120457.0,,,,,,,,2802.0,34.36,,Agricultural,,,,,,,B,True,,,,,,,,,,,False,Clean,False,1,REG-396805511,779662.0,995608.64,980955.88,0.7948,1.2582,0.939
A-000121,Shop,US,San Jose,37.35222,-121.89868,C,USD,2025-10-30,5,438416.0,2020.0,0.0,3.0,0.0,1.0,0.0,2130.0,3777.0,17.2,22.53,Mixed,C,tenant,5216.0,0.0,1.21,0.32,,,,,,,,,,,,,True,Pending Verification,True,0,REG-116968988,94014.0,230350.92,255526.71,0.3679,2.718,0.733
A-000122,Deposit,UK,London,51.5097,-0.14155,B,USD,2025-10-30,29,267528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,358551.0,1.6,28.0,True,Clean,True,1,REG-184224650,159969.0,358551.0,380590.69,0.4203,2.3792,0.84
A-000123,Car,FR,Paris,48.87885,2.35985,A,USD,2025-10-30,0,67110.0,,,,,,,,,,,,,,,,,,,,2021 Mazda Sportage,2021.0,81715.0,3642.0,0.0,3.0,2.0,,,,True,Clean,True,0,REG-909135309,27366.0,48794.8,49396.65,0.554,1.805,0.902
A-000124,Car,DE,Berlin,52.47245,13.3943,B,USD,2025-10-30,17,22855.0,,,,,,,,,,,,,,,,,,,,2012 Toyota Elantra,2012.0,207008.0,2726.0,1.0,12.0,1.0,,,,True,Clean,True,0,REG-233090724,2161.0,6354.07,6394.38,0.338,2.959,0.873
A-000125,House,VN,Ho Chi Minh,10.81772,106.68907,B,USD,2025-10-30,49,236669.0,1976.0,0.0,1.0,4.0,2.0,0.0,2087.0,1115.0,13.61,18.33,Mixed,A,owner,4184.0,0.0,3.2,0.86,,,,,,,,,,,,,False,Clean,False,0,REG-381321810,77054.0,105370.68,101419.27,0.7598,1.3162,0.766
A-000126,House,VN,Hanoi,21.0102,105.8222,B,USD,2025-10-30,47,456862.0,1978.0,0.0,3.0,0.0,2.0,2.0,2967.0,2053.0,25.6,4.4,Residential,C,vacant,673.0,0.0,2.37,0.97,,,,,,,,,,,,,False,Clean,True,0,REG-356532552,121551.0,216777.21,221323.73,0.5492,1.8208,0.794
A-000127,Car,JP,Tokyo,35.68023,139.64233,A,USD,2025-10-30,8,34379.0,,,,,,,,,,,,,,,,,,,,2021 Mazda Elantra,2021.0,28969.0,1816.0,0.0,8.0,1.0,,,,False,Disputed,False,1,REG-616911934,20322.0,25608.08,26676.61,0.7618,1.3127,0.92
A-000128,Apartment,US,New York,40.73959,-74.0138,B,USD,2025-10-30,59,245094.0,1966.0,7.0,16.0,1.0,2.0,0.0,171.0,555.0,19.51,24.39,Industrial,D,tenant,4518.0,0.0,2.15,1.46,,,,,,,,,,,,,False,Clean,False,1,REG-277390640,83198.0,129805.35,123327.91,0.6746,1.4823,0.805
A-000129,Condo,US,San Jose,37.34961,-121.83936,A,USD,2025-10-30,51,285607.0,1974.0,19.0,5.0,0.0,1.0,2.0,311.0,837.0,27.41,22.59,Residential,A,tenant,5075.0,0.0,1.91,0.98,,,,,,,,,,,,,False,Clean,False,0,REG-160636874,78390.0,169959.76,175772.71,0.446,2.2423,0.945
A-000130,Apartment,UK,London,51.51337,-0.09754,C,USD,2025-10-30,12,197485.0,2013.0,13.0,14.0,2.0,3.0,1.0,46.0,49.0,14.51,18.74,Mixed,C,tenant,3511.0,0.0,1.3,0.51,,,,,,,,,,,,,True,Pending Verification,False,0,REG-105758806,48106.0,85341.2,75218.9,0.6395,1.5636,0.736
A-000131,Car,FR,Paris,48.84198,2.38151,B,USD,2025-10-30,57,43438.0,,,,,,,,,,,,,,,,,,,,2014 BMW F-150,2014.0,114331.0,3927.0,0.0,12.0,2.0,,,,False,Clean,True,0,REG-634110644,6690.0,18009.65,19030.61,0.3515,2.8446,0.8
A-000132,Land Plot,DE,Berlin,52.50846,13.40966,B,USD,2025-10-30,51,171836.0,,,,,,,,6700.0,49.15,,Agricultural,,,,,,,A,True,,,,,,,,,,,True,Clean,False,0,REG-834157571,1707047.0,3406810.85,3576391.56,0.4773,2.0951,0.866
A-000133,Car,VN,Ho Chi Minh,10.7814,106.71142,C,USD,2025-10-30,11,7202.0,,,,,,,,,,,,,,,,,,,,2020 Hyundai Elantra,2020.0,237871.0,2730.0,0.0,12.0,3.0,,,,True,Clean,False,1,REG-548740033,3025.0,5343.82,5367.76,0.5635,1.7745,0.711
A-000134,Apartment,VN,Hanoi,21.00791,105.80315,A,USD,2025-10-30,1,118538.0,2024.0,22.0,22.0,5.0,1.0,1.0,86.0,398.0,13.57,19.91,Industrial,D,owner,5776.0,1.0,2.58,0.47,,,,,,,,,,,,,True,Clean,False,0,REG-231249070,66927.0,108016.49,112132.72,0.5969,1.6754,0.732
A-000135,Apartment,JP,Tokyo,35.66238,139.69435,B,USD,2025-10-30,30,80000.0,1995.0,11.0,21.0,2.0,3.0,0.0,76.0,527.0,13.76,29.19,Commercial,B,owner,1037.0,0.0,4.21,1.1,,,,,,,,,,,,,True,Clean,True,1,REG-384627473,24126.0,37324.72,38356.9,0.629,1.5899,0.786
A-000136,Land Plot,US,New York,40.73017,-74.00031,C,USD,2025-10-30,40,253459.0,,,,,,,,2625.0,7.27,,Commercial,,,,,,,A,False,,,,,,,,,,,True,Clean,True,0,REG-564917053,450015.0,1461557.12,1418695.81,0.3172,3.1526,0.745
A-000137,Car,US,San Jose,37.36872,-121.8789,C,USD,2025-10-30,8,65201.0,,,,,,,,,,,,,,,,,,,,2016 Toyota CX-5,2016.0,209868.0,2229.0,0.0,1.0,2.0,,,,False,Disputed,True,2,REG-210060583,11350.0,29637.06,31338.6,0.3622,2.7611,0.703
A-000138,Apartment,UK,London,51.50489,-0.11709,C,USD,2025-10-30,22,149165.0,2003.0,23.0,37.0,3.0,3.0,1.0,179.0,836.0,15.88,23.34,Industrial,A,owner,2772.0,0.0,0.27,1.6,,,,,,,,,,,,,True,Clean,False,1,REG-179861043,44056.0,62083.12,55610.87,0.7922,1.2623,0.748
A-000139,Apartment,FR,Paris,48.81802,2.36679,D,USD,2025-10-30,52,234593.0,1973.0,24.0,14.0,1.0,2.0,2.0,362.0,571.0,14.98,18.13,Commercial,B,owner,2055.0,1.0,3.47,1.35,,,,,,,,,,,,,False,Clean,True,2,REG-415900323,31500.0,61250.06,58298.49,0.5403,1.8507,0.505
A-000140,Apartment,DE,Berlin,52.54745,13.39018,C,USD,2025-10-30,15,129478.0,2010.0,20.0,35.0,2.0,3.0,2.0,324.0,4.0,26.0,29.81,Industrial,B,tenant,2360.0,0.0,1.18,2.19,,,,,,,,,,,,,True,Clean,True,0,REG-876633736,21027.0,59573.11,57953.36,0.3628,2.7561,0.756
A-000141,Car,VN,Ho Chi Minh,10.78409,106.72358,B,USD,2025-10-30,4,53041.0,,,,,,,,,,,,,,,,,,,,2019 Mercedes 3 Series,2019.0,78938.0,3142.0,0.0,4.0,2.0,,,,False,Clean,False,2,REG-646645915,16572.0,30104.94,31505.39,0.526,1.9011,0.853
A-000142,Car,VN,Hanoi,21.00631,105.82634,D,USD,2025-10-30,17,55937.0,,,,,,,,,,,,,,,,,,,,2021 BMW Corolla,2021.0,186867.0,3343.0,0.0,7.0,2.0,,,,True,Clean,False,1,REG-698666103,27920.0,37839.37,39996.61,0.6981,1.4325,0.685
A-000143,Condo,JP,Tokyo,35.70415,139.68342,B,USD,2025-10-30,31,95203.0,1994.0,10.0,29.0,4.0,2.0,2.0,33.0,468.0,27.2,9.21,Commercial,C,vacant,1022.0,0.0,0.1,2.23,,,,,,,,,,,,,False,Disputed,True,1,REG-705925651,36940.0,46440.97,47063.65,0.7849,1.2741,0.822
A-000144,Condo,US,New York,40.7064,-74.001,B,USD,2025-10-30,50,254788.0,1975.0,8.0,6.0,0.0,2.0,1.0,359.0,898.0,11.77,17.99,Residential,B,owner,3560.0,0.0,1.76,1.49,,,,,,,,,,,,,True,Clean,False,0,REG-766733707,43693.0,126079.61,128941.59,0.3389,2.9511,0.776
A-000145,Condo,US,San Jose,37.35991,-121.9038,B,USD,2025-10-30,56,137312.0,1969.0,1.0,29.0,3.0,3.0,0.0,55.0,567.0,24.74,26.48,Mixed,C,tenant,3402.0,0.0,2.39,0.51,,,,,,,,,,,,,True,Clean,True,0,REG-129642412,21677.0,64473.07,68296.78,0.3174,3.1507,0.808
A-000146,Apartment,UK,London,51.50801,-0.17723,A,USD,2025-10-30,45,182387.0,1980.0,9.0,26.0,3.0,2.0,1.0,63.0,259.0,7.52,6.16,Mixed,C,owner,619.0,0.0,2.18,0.73,,,,,,,,,,,,,True,Clean,False,2,REG-297421840,57143.0,115978.08,126655.35,0.4512,2.2165,0.839
A-000147,Condo,FR,Paris,48.83661,2.32396,C,USD,2025-10-30,32,232691.0,1993.0,19.0,31.0,2.0,3.0,0.0,209.0,608.0,19.49,6.21,Residential,B,owner,3428.0,0.0,3.05,0.82,,,,,,,,,,,,,False,Clean,True,2,REG-417960593,57817.0,89396.78,91146.7,0.6343,1.5765,0.658
A-000148,Land Plot,DE,Berlin,52.52228,13.43158,B,USD,2025-10-30,40,255580.0,,,,,,,,489.0,57.57,,Agricultural,,,,,,,C,True,,,,,,,,,,,True,Pending Verification,True,0,REG-707426496,113687.0,277288.97,267666.44,0.4247,2.3544,0.843
A-000149,Apartment,VN,Ho Chi Minh,10.79651,106.7154,C,USD,2025-10-30,38,164026.0,1987.0,7.0,21.0,2.0,2.0,0.0,96.0,786.0,15.26,14.83,Mixed,B,tenant,1472.0,1.0,2.38,1.28,,,,,,,,,,,,,False,Clean,False,1,REG-957928216,29513.0,57234.71,55948.41,0.5275,1.8957,0.594
A-000150,Condo,VN,Hanoi,21.01783,105.82428,C,USD,2025-10-30,58,177029.0,1967.0,17.0,21.0,1.0,1.0,1.0,64.0,414.0,7.22,14.08,Commercial,C,vacant,1346.0,0.0,3.73,0.33,,,,,,,,,,,,,True,Clean,False,0,REG-512107632,21596.0,60117.76,58211.03,0.371,2.6955,0.688
A-000151,Condo,JP,Tokyo,35.66932,139.69014,A,USD,2025-10-30,19,188606.0,2006.0,14.0,13.0,1.0,2.0,0.0,209.0,941.0,6.82,6.43,Residential,E,tenant,879.0,0.0,4.49,0.47,,,,,,,,,,,,,False,Clean,False,1,REG-378003040,77309.0,126418.23,129536.13,0.5968,1.6756,0.876
A-000152,Car,US,New York,40.72109,-74.00539,D,USD,2025-10-30,35,8744.0,,,,,,,,,,,,,,,,,,,,2016 Mazda 3 Series,2016.0,144113.0,3136.0,0.0,10.0,2.0,,,,False,Clean,False,0,REG-971116057,1651.0,4375.8,4688.87,0.3521,2.84,0.683
A-000153,Land Plot,US,San Jose,37.34487,-121.90644,D,USD,2025-10-30,3,92634.0,,,,,,,,4742.0,42.62,,Commercial,,,,,,,B,True,,,,,,,,,,,True,Clean,False,0,REG-643434947,358477.0,600317.08,615629.33,0.5823,1.7173,0.648
A-000154,Deposit,UK,London,51.51144,-0.15687,B,USD,2025-10-30,0,55157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,493446.0,1.72,7.0,True,Clean,True,0,REG-690907187,189642.0,493446.0,503226.31,0.3769,2.6536,0.805
A-000155,Deposit,FR,Paris,48.87788,2.36505,D,USD,2025-10-30,11,52904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,239573.0,3.35,33.0,True,Clean,True,0,REG-799019807,112165.0,239573.0,244623.4,0.4585,2.1809,0.581
A-000156,House,DE,Berlin,52.50724,13.39674,D,USD,2025-10-30,15,472238.0,2010.0,0.0,3.0,2.0,1.0,2.0,893.0,861.0,8.77,15.67,Industrial,C,owner,1567.0,1.0,2.02,0.24,,,,,,,,,,,,,False,Clean,True,1,REG-201774833,107620.0,163540.66,163531.5,0.6581,1.5195,0.554
A-000157,Deposit,VN,Ho Chi Minh,10.81889,106.73152,A,USD,2025-10-30,32,280158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,88565.0,3.86,22.0,False,Clean,False,0,REG-967145495,62964.0,88565.0,92544.03,0.6804,1.4698,0.896
A-000158,Deposit,VN,Hanoi,21.02554,105.81299,C,USD,2025-10-30,35,145533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,129978.0,4.6,5.0,False,Pending Verification,False,1,REG-676175252,89322.0,129978.0,125099.12,0.714,1.4005,0.668
A-000159,Apartment,JP,Tokyo,35.7053,139.69049,B,USD,2025-10-30,31,127363.0,1994.0,22.0,28.0,4.0,3.0,0.0,59.0,582.0,10.1,13.62,Commercial,C,tenant,676.0,0.0,2.53,1.29,,,,,,,,,,,,,False,Clean,True,0,REG-728371219,40013.0,66555.93,66464.64,0.602,1.6611,0.85
A-000160,House,US,New York,40.71057,-74.042,D,USD,2025-10-30,18,190037.0,2007.0,0.0,3.0,3.0,3.0,1.0,753.0,4627.0,23.88,15.08,Commercial,E,tenant,4497.0,0.0,1.39,3.04,,,,,,,,,,,,,False,Clean,True,1,REG-104486468,34128.0,54673.25,55382.06,0.6162,1.6228,0.654
A-000161,Car,US,San Jose,37.33106,-121.88579,B,USD,2025-10-30,8,20890.0,,,,,,,,,,,,,,,,,,,,2012 Mazda CX-5,2012.0,96610.0,1230.0,0.0,6.0,2.0,,,,True,Clean,False,1,REG-497710965,2660.0,8634.68,9173.92,0.29,3.4488,0.853
A-000162,Condo,UK,London,51.53932,-0.15096,D,USD,2025-10-30,46,146132.0,1979.0,6.0,9.0,1.0,1.0,0.0,272.0,302.0,23.78,11.54,Mixed,B,tenant,4473.0,0.0,2.38,0.44,,,,,,,,,,,,,True,Clean,False,0,REG-647927027,12215.0,37732.16,36294.19,0.3366,2.9713,0.627
A-000163,Car,FR,Paris,48.84911,2.36471,A,USD,2025-10-30,3,48941.0,,,,,,,,,,,,,,,,,,,,2019 BMW F-150,2019.0,163374.0,2525.0,1.0,2.0,1.0,,,,False,Pending Verification,True,1,REG-676851104,17628.0,28060.65,29828.06,0.591,1.6921,0.906
A-000164,House,DE,Berlin,52.5022,13.40016,B,USD,2025-10-30,47,292588.0,1978.0,0.0,1.0,1.0,3.0,0.0,869.0,2745.0,7.35,21.6,Industrial,B,vacant,5663.0,0.0,1.68,2.14,,,,,,,,,,,,,True,Clean,False,2,REG-398125953,50057.0,152423.19,150212.55,0.3332,3.0008,0.8
A-000165,Apartment,VN,Ho Chi Minh,10.78513,106.70871,D,USD,2025-10-30,2,204963.0,2023.0,2.0,28.0,0.0,3.0,0.0,93.0,336.0,19.56,12.55,Residential,B,owner,2897.0,0.0,2.23,0.78,,,,,,,,,,,,,False,Clean,False,0,REG-675544991,60336.0,76267.54,72815.04,0.8286,1.2068,0.597
A-000166,Apartment,VN,Hanoi,21.04476,105.8267,A,USD,2025-10-30,36,130541.0,1989.0,24.0,26.0,4.0,1.0,2.0,234.0,984.0,21.63,4.08,Residential,B,owner,5202.0,0.0,2.76,1.31,,,,,,,,,,,,,True,Clean,True,0,REG-822046020,23474.0,71383.98,75722.28,0.31,3.2258,0.917
A-000167,Land Plot,JP,Tokyo,35.69559,139.69575,B,USD,2025-10-30,29,288971.0,,,,,,,,1776.0,26.34,,Industrial,,,,,,,B,True,,,,,,,,,,,False,Clean,False,0,REG-598088232,804448.0,1050334.81,1048093.23,0.7675,1.3029,0.866
A-000168,Apartment,US,New York,40.69548,-74.00261,D,USD,2025-10-30,6,246778.0,2019.0,3.0,25.0,2.0,1.0,2.0,388.0,790.0,19.35,6.95,Mixed,B,owner,4487.0,1.0,1.6,1.5,,,,,,,,,,,,,True,Clean,False,0,REG-290351709,63547.0,98101.5,99274.55,0.6401,1.5622,0.577
A-000169,Condo,US,San Jose,37.32182,-121.88163,C,USD,2025-10-30,7,198843.0,2018.0,9.0,4.0,3.0,1.0,0.0,74.0,448.0,11.41,12.59,Mixed,B,vacant,5677.0,0.0,1.38,0.47,,,,,,,,,,,,,False,Clean,False,0,REG-200910846,46650.0,98674.91,103493.53,0.4508,2.2185,0.761
A-000170,House,UK,London,51.46477,-0.10274,B,USD,2025-10-30,48,153377.0,1977.0,0.0,1.0,4.0,1.0,0.0,1722.0,1039.0,6.06,21.8,Residential,A,tenant,5040.0,0.0,0.58,0.54,,,,,,,,,,,,,False,Clean,True,0,REG-348337248,30171.0,81523.77,85838.63,0.3515,2.8451,0.826
A-000171,Condo,FR,Paris,48.8805,2.34163,C,USD,2025-10-30,19,290369.0,2006.0,3.0,25.0,3.0,2.0,0.0,37.0,275.0,6.45,8.15,Mixed,C,owner,3832.0,0.0,3.02,1.57,,,,,,,,,,,,,True,Clean,False,1,REG-227874780,66021.0,120966.51,127025.93,0.5197,1.924,0.771
A-000172,Apartment,DE,Berlin,52.52171,13.37677,B,USD,2025-10-30,26,123509.0,1999.0,21.0,39.0,0.0,3.0,1.0,42.0,922.0,4.66,19.19,Residential,A,vacant,4835.0,1.0,2.55,2.08,,,,,,,,,,,,,False,Pending Verification,False,0,REG-387256574,39740.0,59426.54,62735.59,0.6335,1.5787,0.665
