asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score
A-000273,Land Plot,US,San Jose,37.34025,-121.92082,A,VND,2025-10-30,53,2013846153.85,,,,,,,,3592.0,37.49,,Residential,,,,,,,B,False,,,,,,,,True,Clean,False,0,REG-986419988,13732538461.54,18166286153.85,18937323333.33,0.7252,1.379,0.846
A-000274,Land Plot,UK,London,51.5091,-0.11566,B,VND,2025-10-30,41,9765487179.49,,,,,,,,2101.0,54.05,,Commercial,,,,,,,C,True,,,,,,,,True,Clean,False,0,REG-993589532,35466051282.05,48290938461.54,49654535128.21,0.7143,1.4001,0.821
A-000275,Condo,FR,Paris,48.86742,2.36205,C,VND,2025-10-30,52,5128820512.82,1973.0,9.0,34.0,1.0,3.0,1.0,345.0,420.0,4.39,4.89,Industrial,C,vacant,30025641.03,0.0,2.49,0.74,,,,,,,,,,True,Clean,False,0,REG-855493985,857692307.69,1925039487.18,2164635128.21,0.3962,2.5238,0.763
A-000276,House,DE,Berlin,52.49352,13.39454,C,VND,2025-10-30,39,8302512820.51,1986.0,0.0,1.0,2.0,3.0,2.0,1374.0,4209.0,5.5,19.63,Industrial,C,vacant,118794871.79,1.0,3.03,1.51,,,,,,,,,,False,Clean,False,2,REG-782740806,1139333333.33,3263037948.72,3172973589.74,0.3591,2.7849,0.647
A-000277,Land Plot,VN,Ho Chi Minh,10.76871,106.71566,D,VND,2025-10-30,19,4685153846.15,,,,,,,,7256.0,21.43,,Residential,,,,,,,C,False,,,,,,,,True,Disputed,True,1,REG-996628813,32714230769.23,43745203589.74,43016573076.92,0.7605,1.3149,0.694
A-000278,Car,VN,Hanoi,21.03266,105.84757,B,VND,2025-10-30,21,1261615384.62,,,,,,,,,,,,,,,,,,,,2018 Toyota Civic,2018.0,49869.0,4269.0,1.0,14.0,1.0,True,Clean,False,1,REG-907248511,417923076.92,614775897.44,615746410.26,0.6787,1.4733,0.765
A-000279,Car,JP,Tokyo,35.7307,139.6938,B,VND,2025-10-30,14,1646358974.36,,,,,,,,,,,,,,,,,,,,2015 Hyundai CX-5,2015.0,233296.0,3872.0,0.0,7.0,3.0,False,Clean,False,1,REG-172017482,412717948.72,613158205.13,641915384.62,0.6429,1.5553,0.86
A-000280,Condo,US,New York,40.663,-74.00108,B,VND,2025-10-30,21,6205743589.74,2004.0,21.0,4.0,2.0,3.0,2.0,397.0,183.0,26.52,9.58,Commercial,C,vacant,149435897.44,1.0,0.57,1.82,,,,,,,,,,False,Clean,False,1,REG-594083145,1344871794.87,3672295641.03,3314283333.33,0.4058,2.4644,0.748
A-000281,Apartment,US,San Jose,37.34337,-121.88242,C,VND,2025-10-30,36,5036974358.97,1989.0,19.0,29.0,3.0,2.0,1.0,152.0,726.0,22.34,25.42,Commercial,C,tenant,9615384.62,1.0,1.49,0.12,,,,,,,,,,True,Clean,True,0,REG-819956091,858153846.15,1906528205.13,1855866410.26,0.4624,2.1626,0.597
A-000282,Apartment,UK,London,51.49241,-0.1375,C,VND,2025-10-30,29,2741794871.79,1996.0,12.0,27.0,4.0,1.0,1.0,222.0,517.0,21.44,11.06,Mixed,B,tenant,95641025.64,0.0,1.39,0.28,,,,,,,,,,False,Clean,True,0,REG-429595375,389205128.21,974969487.18,975959487.18,0.3988,2.5076,0.695
A-000283,Land Plot,FR,Paris,48.88026,2.35861,D,VND,2025-10-30,6,9882589743.59,,,,,,,,6295.0,59.72,,Agricultural,,,,,,,A,True,,,,,,,,False,Pending Verification,True,0,REG-736504130,24027205128.21,74695006410.26,78565605384.62,0.3058,3.2699,0.65
A-000284,Land Plot,DE,Berlin,52.53595,13.41034,C,VND,2025-10-30,59,7154333333.33,,,,,,,,4662.0,50.44,,Commercial,,,,,,,C,False,,,,,,,,True,Clean,False,1,REG-760990446,29890000000.0,48322393076.92,47510275897.44,0.6291,1.5895,0.669
A-000285,Apartment,VN,Ho Chi Minh,10.78905,106.71323,B,VND,2025-10-30,58,3276205128.21,1967.0,5.0,13.0,1.0,1.0,1.0,319.0,712.0,16.8,4.13,Mixed,B,owner,114076923.08,1.0,3.12,2.12,,,,,,,,,,True,Clean,True,0,REG-741246948,1159897435.9,1602816666.67,1587730256.41,0.7305,1.3689,0.748
A-000286,Condo,VN,Hanoi,21.06822,105.85133,A,VND,2025-10-30,8,6519230769.23,2017.0,20.0,33.0,2.0,1.0,2.0,234.0,635.0,20.21,10.89,Mixed,E,owner,20564102.56,0.0,2.12,1.34,,,,,,,,,,False,Clean,True,0,REG-732598154,3982128205.13,5783034102.56,5338480000.0,0.7459,1.3406,0.865
A-000287,House,JP,Tokyo,35.66964,139.68888,C,VND,2025-10-30,30,11060794871.79,1995.0,0.0,4.0,4.0,2.0,2.0,794.0,306.0,29.8,9.69,Mixed,B,owner,47589743.59,0.0,1.22,1.53,,,,,,,,,,True,Clean,False,0,REG-252370253,2727666666.67,4219979487.18,4455841282.05,0.6122,1.6336,0.673
A-000288,House,US,New York,40.70246,-74.02923,B,VND,2025-10-30,46,9430205128.21,1979.0,0.0,5.0,2.0,1.0,1.0,1550.0,2333.0,5.19,14.62,Residential,C,owner,98615384.62,0.0,0.67,1.32,,,,,,,,,,False,Clean,False,1,REG-431533973,2091615384.62,4594981282.05,4816767692.31,0.4342,2.3029,0.784
A-000289,Land Plot,US,San Jose,37.33218,-121.90077,C,VND,2025-10-30,44,5849076923.08,,,,,,,,3836.0,58.29,,Agricultural,,,,,,,A,True,,,,,,,,True,Clean,True,0,REG-142124447,14666974358.97,38583470000.0,38044090256.41,0.3855,2.5939,0.715
A-000290,Land Plot,UK,London,51.50959,-0.09122,B,VND,2025-10-30,24,4355512820.51,,,,,,,,4305.0,31.58,,Agricultural,,,,,,,A,False,,,,,,,,True,Clean,True,1,REG-138451506,41894307692.31,55564793333.33,57730767179.49,0.7257,1.378,0.8
A-000291,Land Plot,FR,Paris,48.88274,2.3763,D,VND,2025-10-30,35,6169076923.08,,,,,,,,4466.0,8.35,,Residential,,,,,,,B,True,,,,,,,,False,Clean,True,0,REG-206972190,27547230769.23,39841677948.72,43861323589.74,0.6281,1.5922,0.671
A-000292,Land Plot,DE,Berlin,52.56896,13.41355,C,VND,2025-10-30,26,8579948717.95,,,,,,,,4141.0,57.18,,Industrial,,,,,,,D,True,,,,,,,,True,Clean,False,2,REG-240770936,34917461538.46,47237409487.18,49085616153.85,0.7114,1.4058,0.76
A-000293,Car,VN,Ho Chi Minh,10.78736,106.7395,D,VND,2025-10-30,7,588256410.26,,,,,,,,,,,,,,,,,,,,2010 Mazda Sportage,2010.0,95067.0,4065.0,1.0,2.0,1.0,False,Clean,False,0,REG-333594588,94974358.97,180350512.82,180814102.56,0.5253,1.9038,0.674
A-000294,Car,VN,Hanoi,21.00893,105.83676,B,VND,2025-10-30,30,1322358974.36,,,,,,,,,,,,,,,,,,,,2016 Honda C-Class,2016.0,18398.0,3968.0,0.0,3.0,1.0,True,Clean,False,0,REG-491519526,357538461.54,610961025.64,620552051.28,0.5762,1.7356,0.861
A-000295,Land Plot,JP,Tokyo,35.68904,139.68412,B,VND,2025-10-30,29,8301948717.95,,,,,,,,1855.0,20.88,,Industrial,,,,,,,D,False,,,,,,,,True,Clean,True,2,REG-377235558,8224153846.15,26839227435.9,27549038461.54,0.2985,3.3498,0.852
A-000296,Apartment,US,New York,40.7096,-74.04168,A,VND,2025-10-30,1,2561282051.28,2024.0,14.0,26.0,0.0,3.0,0.0,282.0,800.0,16.78,9.52,Mixed,C,owner,53615384.62,0.0,5.21,0.62,,,,,,,,,,True,Disputed,False,0,REG-255855771,748743589.74,2251604102.56,2299650000.0,0.3256,3.0713,0.907
A-000297,Apartment,US,San Jose,37.3426,-121.90823,A,VND,2025-10-30,52,6265282051.28,1973.0,6.0,39.0,0.0,1.0,0.0,162.0,936.0,6.21,13.33,Industrial,B,vacant,85897435.9,0.0,2.18,1.04,,,,,,,,,,True,Clean,True,1,REG-486666185,1180230769.23,3931393846.15,3853749487.18,0.3063,3.2653,0.874
A-000298,Apartment,UK,London,51.47196,-0.13501,B,VND,2025-10-30,32,2218153846.15,1993.0,3.0,5.0,1.0,1.0,1.0,141.0,725.0,10.85,11.89,Mixed,E,owner,37974358.97,1.0,1.03,0.02,,,,,,,,,,True,Clean,True,0,REG-953251612,616333333.33,993950769.23,925231025.64,0.6661,1.5012,0.733
A-000299,Apartment,FR,Paris,48.85893,2.36728,D,VND,2025-10-30,11,3613769230.77,2014.0,23.0,12.0,5.0,2.0,0.0,61.0,548.0,5.12,3.11,Commercial,D,tenant,871794.87,0.0,0.49,2.05,,,,,,,,,,True,Clean,True,0,REG-748865946,774384615.38,1288017435.9,1278568717.95,0.6057,1.6511,0.664
A-000300,Land Plot,DE,Berlin,52.52997,13.41178,B,VND,2025-10-30,42,6378641025.64,,,,,,,,2911.0,25.43,,Agricultural,,,,,,,A,False,,,,,,,,True,Clean,False,2,REG-573836149,33123025641.03,46937061282.05,48213296923.08,0.687,1.4556,0.779
A-000301,Apartment,VN,Ho Chi Minh,10.82266,106.69876,C,VND,2025-10-30,8,5880794871.79,2017.0,5.0,21.0,2.0,3.0,0.0,65.0,415.0,24.49,7.02,Mixed,E,tenant,70743589.74,0.0,2.62,1.72,,,,,,,,,,True,Clean,False,2,REG-294169995,1489487179.49,2991684358.97,3156405641.03,0.4719,2.1191,0.659
A-000302,House,VN,Hanoi,21.00259,105.84311,C,VND,2025-10-30,16,4591051282.05,2009.0,0.0,4.0,3.0,2.0,2.0,1167.0,1041.0,15.35,15.01,Mixed,C,owner,33205128.21,0.0,0.59,2.84,,,,,,,,,,False,Clean,False,2,REG-322910200,1021358974.36,1976046410.26,1895779230.77,0.5388,1.8561,0.714
A-000303,House,JP,Tokyo,35.68724,139.66797,B,VND,2025-10-30,5,11243666666.67,2020.0,0.0,3.0,3.0,3.0,1.0,125.0,952.0,4.97,24.38,Residential,A,vacant,25692307.69,0.0,3.0,1.16,,,,,,,,,,False,Clean,False,1,REG-701829897,3812410256.41,7407148717.95,8052427692.31,0.4734,2.1122,0.865
A-000304,Car,US,New York,40.71349,-74.01524,A,VND,2025-10-30,26,358871794.87,,,,,,,,,,,,,,,,,,,,2020 Toyota 3 Series,2020.0,177585.0,3515.0,0.0,6.0,1.0,True,Clean,False,0,REG-896424095,64641025.64,205906923.08,226481794.87,0.2854,3.5037,0.857
A-000305,Apartment,US,San Jose,37.35889,-121.89529,A,VND,2025-10-30,11,5320153846.15,2014.0,11.0,3.0,2.0,3.0,2.0,125.0,756.0,6.25,25.64,Commercial,C,tenant,32410256.41,1.0,0.08,1.09,,,,,,,,,,False,Clean,True,1,REG-690775410,3515307692.31,4662824615.38,5120248974.36,0.6866,1.4566,0.746
A-000306,Apartment,UK,London,51.49098,-0.13029,B,VND,2025-10-30,29,5729666666.67,1996.0,13.0,24.0,0.0,2.0,2.0,340.0,88.0,22.02,25.91,Residential,C,owner,53743589.74,0.0,2.99,1.43,,,,,,,,,,True,Pending Verification,True,0,REG-942689664,1582076923.08,2796470000.0,3022179487.18,0.5235,1.9103,0.814
A-000307,Car,FR,Paris,48.8734,2.29666,B,VND,2025-10-30,11,1544641025.64,,,,,,,,,,,,,,,,,,,,2023 Hyundai C-Class,2023.0,69049.0,2398.0,0.0,6.0,2.0,True,Clean,True,1,REG-437293312,684307692.31,1279718461.54,1210296410.26,0.5654,1.7686,0.8
A-000308,Condo,DE,Berlin,52.48117,13.40238,C,VND,2025-10-30,52,4104564102.56,1973.0,11.0,17.0,1.0,3.0,1.0,387.0,954.0,22.9,16.36,Industrial,C,vacant,105948717.95,0.0,2.85,1.64,,,,,,,,,,False,Disputed,True,2,REG-183680223,787794871.79,1469719487.18,1408625641.03,0.5593,1.7881,0.732
A-000309,Land Plot,VN,Ho Chi Minh,10.77614,106.69874,D,VND,2025-10-30,23,6019410256.41,,,,,,,,1028.0,53.46,,Industrial,,,,,,,A,False,,,,,,,,True,Clean,False,0,REG-285100350,3945410256.41,8923252820.51,9262849743.59,0.4259,2.3478,0.616
A-000310,Car,VN,Hanoi,21.01983,105.82677,B,VND,2025-10-30,25,1383384615.38,,,,,,,,,,,,,,,,,,,,2019 Honda Corolla,2019.0,219964.0,2809.0,0.0,4.0,3.0,True,Disputed,True,0,REG-692714045,467307692.31,762322820.51,795277435.9,0.5876,1.7018,0.771
A-000311,Car,JP,Tokyo,35.71617,139.68687,C,VND,2025-10-30,52,396666666.67,,,,,,,,,,,,,,,,,,,,2015 Honda Civic,2015.0,5590.0,1269.0,0.0,7.0,1.0,False,Clean,False,1,REG-832310532,112282051.28,179820000.0,196127179.49,0.5725,1.7467,0.657
A-000312,Land Plot,US,New York,40.70465,-73.99563,D,VND,2025-10-30,12,1902974358.97,,,,,,,,7031.0,43.0,,Residential,,,,,,,B,False,,,,,,,,True,Clean,True,0,REG-386725229,12512564102.56,18096686666.67,17509975897.44,0.7146,1.3994,0.583
A-000313,Condo,US,San Jose,37.34858,-121.86737,A,VND,2025-10-30,54,5111923076.92,1971.0,15.0,26.0,2.0,1.0,1.0,350.0,314.0,26.21,18.53,Industrial,D,tenant,76128205.13,1.0,0.85,1.43,,,,,,,,,,False,Clean,True,0,REG-634005849,1907410256.41,2971720000.0,2982751538.46,0.6395,1.5638,0.765
A-000314,Car,UK,London,51.48907,-0.09028,B,VND,2025-10-30,5,1334512820.51,,,,,,,,,,,,,,,,,,,,2022 Ford Civic,2022.0,179653.0,4222.0,0.0,3.0,1.0,False,Clean,True,1,REG-524835050,762487179.49,1047877435.9,1157774102.56,0.6586,1.5184,0.859
A-000315,Land Plot,FR,Paris,48.85308,2.3753,D,VND,2025-10-30,54,8267076923.08,,,,,,,,2125.0,18.57,,Commercial,,,,,,,B,True,,,,,,,,True,Clean,True,0,REG-140887679,16111538461.54,21942885897.44,23014756410.26,0.7001,1.4285,0.697
A-000316,Land Plot,DE,Berlin,52.51495,13.41205,C,VND,2025-10-30,39,7076256410.26,,,,,,,,2696.0,13.83,,Agricultural,,,,,,,C,False,,,,,,,,False,Pending Verification,False,0,REG-334905497,16481205128.21,30747441025.64,28257306153.85,0.5833,1.7145,0.725
A-000317,Apartment,VN,Ho Chi Minh,10.78759,106.67276,C,VND,2025-10-30,53,6160871794.87,1972.0,7.0,2.0,4.0,2.0,2.0,240.0,760.0,7.86,7.84,Mixed,C,owner,2051282.05,0.0,4.07,0.74,,,,,,,,,,True,Clean,True,0,REG-136659938,1660076923.08,2116155641.03,2193842307.69,0.7567,1.3215,0.66
A-000318,Car,VN,Hanoi,21.04151,105.87693,A,VND,2025-10-30,16,835000000.0,,,,,,,,,,,,,,,,,,,,2025 BMW F-150,2025.0,193278.0,1158.0,0.0,7.0,1.0,False,Clean,False,0,REG-362240199,493128205.13,892016923.08,862550256.41,0.5717,1.7491,0.937
A-000319,Apartment,JP,Tokyo,35.6937,139.69647,B,VND,2025-10-30,33,2238820512.82,1992.0,18.0,37.0,1.0,1.0,2.0,158.0,240.0,25.84,5.12,Mixed,B,vacant,24589743.59,0.0,1.99,2.73,,,,,,,,,,False,Disputed,True,0,REG-146516504,380333333.33,1059279230.77,1004831794.87,0.3785,2.642,0.808
A-000320,Apartment,US,New York,40.73167,-74.02915,B,VND,2025-10-30,1,4372333333.33,2024.0,22.0,26.0,1.0,2.0,1.0,187.0,228.0,15.53,23.46,Industrial,E,vacant,54153846.15,1.0,0.99,2.29,,,,,,,,,,True,Disputed,True,0,REG-729381137,1378948717.95,3216997948.72,3211210769.23,0.4294,2.3287,0.771
A-000321,Car,US,San Jose,37.3441,-121.89098,C,VND,2025-10-30,59,1413846153.85,,,,,,,,,,,,,,,,,,,,2015 Kia Corolla,2015.0,224660.0,1921.0,0.0,1.0,2.0,True,Clean,False,1,REG-988212068,248871794.87,571013589.74,576885128.21,0.4314,2.318,0.743
A-000322,Apartment,UK,London,51.51567,-0.09161,A,VND,2025-10-30,15,3901051282.05,2010.0,13.0,7.0,0.0,1.0,2.0,296.0,125.0,14.71,25.99,Mixed,B,tenant,37666666.67,0.0,1.98,0.67,,,,,,,,,,False,Clean,False,1,REG-470781149,1940153846.15,3124736153.85,3265946923.08,0.5941,1.6833,0.854
A-000323,Condo,FR,Paris,48.8794,2.34448,A,VND,2025-10-30,29,2964871794.87,1996.0,23.0,28.0,1.0,3.0,0.0,169.0,651.0,25.27,8.56,Residential,B,tenant,14358974.36,0.0,1.46,1.0,,,,,,,,,,True,Clean,True,0,REG-336622664,1052025641.03,1669020512.82,1812881282.05,0.5803,1.7232,0.91
A-000324,House,DE,Berlin,52.51863,13.40943,C,VND,2025-10-30,25,7159871794.87,2000.0,0.0,2.0,4.0,3.0,0.0,459.0,4141.0,10.63,22.32,Mixed,D,tenant,11666666.67,0.0,3.45,3.44,,,,,,,,,,True,Pending Verification,True,1,REG-325424498,1460435897.44,2821903589.74,2742997948.72,0.5324,1.8782,0.671
A-000325,Condo,VN,Ho Chi Minh,10.78796,106.68696,B,VND,2025-10-30,35,2519358974.36,1990.0,20.0,22.0,1.0,1.0,1.0,35.0,942.0,27.04,18.06,Commercial,C,owner,73128205.13,0.0,3.1,1.94,,,,,,,,,,False,Clean,False,2,REG-543902046,430128205.13,1189602820.51,1172326153.85,0.3669,2.7255,0.822
A-000326,Car,VN,Hanoi,21.04305,105.87143,D,VND,2025-10-30,26,1014153846.15,,,,,,,,,,,,,,,,,,,,2019 Ford 3 Series,2019.0,43549.0,1517.0,1.0,2.0,3.0,False,Clean,False,2,REG-250117492,412769230.77,573636410.26,492345128.21,0.8384,1.1928,0.681
A-000327,Condo,JP,Tokyo,35.68011,139.66829,B,VND,2025-10-30,19,4590538461.54,2006.0,1.0,16.0,1.0,1.0,0.0,128.0,143.0,19.03,24.77,Mixed,C,vacant,32435897.44,1.0,3.17,0.39,,,,,,,,,,False,Clean,False,0,REG-216378326,1868282051.28,2683331025.64,2851321794.87,0.6552,1.5262,0.727
A-000328,Apartment,US,New York,40.70083,-74.01152,A,VND,2025-10-30,46,4036615384.62,1979.0,3.0,27.0,1.0,1.0,1.0,126.0,28.0,27.66,14.84,Mixed,A,tenant,45000000.0,1.0,2.38,2.57,,,,,,,,,,False,Clean,False,1,REG-573278707,1815179487.18,2404436923.08,2341418717.95,0.7752,1.2899,0.768
A-000329,Car,US,San Jose,37.31984,-121.86468,C,VND,2025-10-30,34,1616846153.85,,,,,,,,,,,,,,,,,,,,2017 Mazda Sportage,2017.0,18181.0,2797.0,0.0,12.0,2.0,True,Clean,False,0,REG-179532325,522487179.49,789914871.79,787503589.74,0.6635,1.5072,0.701
A-000330,House,UK,London,51.51165,-0.11837,B,VND,2025-10-30,45,5427410256.41,1980.0,0.0,5.0,2.0,2.0,2.0,1021.0,448.0,19.13,20.06,Industrial,C,tenant,150230769.23,0.0,1.35,1.47,,,,,,,,,,True,Clean,True,1,REG-742405247,1493487179.49,2732643589.74,2743251794.87,0.5444,1.8368,0.861
A-000331,Condo,FR,Paris,48.86398,2.36496,B,VND,2025-10-30,17,2730282051.28,2008.0,9.0,5.0,0.0,3.0,1.0,174.0,192.0,20.49,8.13,Residential,E,tenant,19000000.0,1.0,0.91,1.54,,,,,,,,,,True,Clean,True,0,REG-669558378,524538461.54,1705958461.54,1797366410.26,0.2918,3.4266,0.729
A-000332,Car,DE,Berlin,52.55934,13.45888,C,VND,2025-10-30,54,398743589.74,,,,,,,,,,,,,,,,,,,,2014 Toyota Corolla,2014.0,160862.0,2205.0,1.0,14.0,3.0,False,Pending Verification,False,0,REG-460648006,65743589.74,140035384.62,135537179.49,0.4851,2.0616,0.665
A-000333,Land Plot,VN,Ho Chi Minh,10.8287,106.69204,B,VND,2025-10-30,34,7497794871.79,,,,,,,,3749.0,12.67,,Commercial,,,,,,,B,True,,,,,,,,False,Pending Verification,True,2,REG-433842327,25334307692.31,62168468461.54,67827765384.62,0.3735,2.6773,0.781
A-000334,Condo,VN,Hanoi,21.02878,105.81536,B,VND,2025-10-30,41,2541487179.49,1984.0,12.0,26.0,4.0,2.0,1.0,280.0,378.0,15.39,12.45,Industrial,B,tenant,144897435.9,0.0,1.66,1.84,,,,,,,,,,False,Clean,True,0,REG-565846384,707871794.87,1130661538.46,1141078205.13,0.6204,1.612,0.851
A-000335,Land Plot,JP,Tokyo,35.65707,139.68125,B,VND,2025-10-30,37,5273846153.85,,,,,,,,2614.0,8.51,,Agricultural,,,,,,,A,False,,,,,,,,True,Clean,False,1,REG-349468317,22344564102.56,29279737179.49,28967047948.72,0.7714,1.2964,0.827
A-000336,House,US,New York,40.72836,-74.01201,C,VND,2025-10-30,49,5678974358.97,1976.0,0.0,4.0,4.0,3.0,2.0,2962.0,3332.0,23.42,19.28,Commercial,C,tenant,10974358.97,0.0,1.87,1.62,,,,,,,,,,True,Clean,False,0,REG-682797258,1159333333.33,1941021025.64,1939519487.18,0.5977,1.673,0.75
A-000337,House,US,San Jose,37.33712,-121.90597,A,VND,2025-10-30,18,3555820512.82,2007.0,0.0,5.0,4.0,1.0,1.0,2185.0,4791.0,22.12,20.39,Industrial,C,vacant,135666666.67,0.0,3.87,1.16,,,,,,,,,,False,Clean,True,2,REG-197287539,1504051282.05,2619067179.49,2890282307.69,0.5204,1.9217,0.876
A-000338,Land Plot,UK,London,51.47664,-0.09835,C,VND,2025-10-30,58,4376615384.62,,,,,,,,1006.0,39.76,,Commercial,,,,,,,B,True,,,,,,,,True,Disputed,True,1,REG-739201670,4035871794.87,7018704615.38,6400315384.62,0.6306,1.5859,0.764
A-000339,Condo,FR,Paris,48.84754,2.36489,B,VND,2025-10-30,32,6895641025.64,1993.0,5.0,21.0,3.0,3.0,1.0,301.0,773.0,13.4,9.72,Mixed,C,owner,146333333.33,0.0,2.67,0.84,,,,,,,,,,False,Clean,True,1,REG-304891371,2878153846.15,3676820256.41,3605084358.97,0.7984,1.2526,0.847
A-000340,Car,DE,Berlin,52.51076,13.411,C,VND,2025-10-30,55,341435897.44,,,,,,,,,,,,,,,,,,,,2011 BMW Elantra,2011.0,227204.0,1863.0,0.0,7.0,1.0,True,Clean,False,1,REG-151987612,86128205.13,117691794.87,106044615.38,0.8122,1.2312,0.744
A-000341,Car,VN,Ho Chi Minh,10.77201,106.67243,B,VND,2025-10-30,7,217948717.95,,,,,,,,,,,,,,,,,,,,2014 Toyota C-Class,2014.0,134431.0,2873.0,1.0,1.0,2.0,False,Clean,True,2,REG-830413625,67410256.41,86028205.13,85771538.46,0.7859,1.2724,0.758
A-000342,Apartment,VN,Hanoi,21.03265,105.83402,D,VND,2025-10-30,35,2489153846.15,1990.0,6.0,21.0,1.0,2.0,0.0,119.0,665.0,27.39,3.03,Industrial,B,owner,70128205.13,0.0,2.48,1.19,,,,,,,,,,True,Clean,True,2,REG-534433283,504128205.13,678054615.38,668251025.64,0.7544,1.3256,0.659
A-000343,Apartment,JP,Tokyo,35.68294,139.66115,D,VND,2025-10-30,30,4166000000.0,1995.0,8.0,39.0,5.0,1.0,0.0,224.0,369.0,15.16,6.38,Residential,D,owner,58871794.87,1.0,1.62,1.02,,,,,,,,,,False,Clean,False,0,REG-474943310,342179487.18,1034058974.36,1032179743.59,0.3315,3.0165,0.577
A-000344,House,US,New York,40.68898,-74.01749,B,VND,2025-10-30,36,6034897435.9,1989.0,0.0,2.0,3.0,1.0,2.0,1220.0,2352.0,9.92,29.82,Commercial,E,tenant,17769230.77,0.0,2.76,0.38,,,,,,,,,,False,Clean,True,1,REG-295341672,2081153846.15,3093084615.38,3190582564.1,0.6523,1.5331,0.777
A-000345,Car,US,San Jose,37.3537,-121.84724,C,VND,2025-10-30,2,567333333.33,,,,,,,,,,,,,,,,,,,,2019 Mercedes CX-5,2019.0,87181.0,1255.0,0.0,3.0,3.0,True,Clean,True,2,REG-708535472,116846153.85,352902820.51,348844358.97,0.335,2.9855,0.66
A-000346,Condo,UK,London,51.5041,-0.14803,B,VND,2025-10-30,42,5964435897.44,1983.0,2.0,21.0,4.0,3.0,1.0,361.0,586.0,21.94,9.21,Commercial,C,owner,98948717.95,0.0,3.2,2.76,,,,,,,,,,False,Pending Verification,False,1,REG-625953201,1466076923.08,3197124615.38,3470462564.1,0.4224,2.3672,0.857
A-000347,House,FR,Paris,48.87413,2.3459,A,VND,2025-10-30,40,8595333333.33,1985.0,0.0,1.0,2.0,1.0,0.0,2151.0,4032.0,14.97,22.25,Residential,C,owner,121871794.87,1.0,4.4,2.07,,,,,,,,,,False,Clean,False,0,REG-516245343,3157051282.05,5257859743.59,5181984871.79,0.6092,1.6414,0.818
A-000348,Apartment,DE,Berlin,52.53121,13.42064,C,VND,2025-10-30,11,2596461538.46,2014.0,4.0,39.0,3.0,2.0,1.0,89.0,570.0,24.75,28.16,Residential,C,owner,64205128.21,0.0,1.72,1.23,,,,,,,,,,True,Disputed,True,2,REG-505886094,823871794.87,1318740769.23,1249887948.72,0.6592,1.5171,0.656
A-000349,House,VN,Ho Chi Minh,10.78941,106.67079,D,VND,2025-10-30,23,9799410256.41,2002.0,0.0,2.0,2.0,1.0,0.0,171.0,2061.0,10.78,11.77,Commercial,C,tenant,25051282.05,0.0,1.34,2.38,,,,,,,,,,True,Clean,False,2,REG-492774663,1146589743.59,3138481025.64,3157941794.87,0.3631,2.7542,0.665
A-000350,Condo,VN,Hanoi,21.00799,105.85535,A,VND,2025-10-30,36,5235666666.67,1989.0,2.0,2.0,5.0,1.0,1.0,258.0,575.0,24.46,20.79,Industrial,C,tenant,133641025.64,0.0,3.1,0.17,,,,,,,,,,True,Clean,True,2,REG-462095760,1170487179.49,2876428205.13,3166697948.72,0.3696,2.7055,0.893
A-000351,Land Plot,JP,Tokyo,35.69143,139.70452,A,VND,2025-10-30,59,9876282051.28,,,,,,,,2465.0,17.21,,Agricultural,,,,,,,B,False,,,,,,,,False,Clean,True,0,REG-804199315,49971820512.82,72321010769.23,77728973589.74,0.6429,1.5555,0.905
A-000352,Car,US,New York,40.69623,-73.99749,B,VND,2025-10-30,42,1773512820.51,,,,,,,,,,,,,,,,,,,,2012 Mazda Civic,2012.0,53253.0,3961.0,0.0,11.0,2.0,False,Clean,True,1,REG-518896590,401410256.41,663043589.74,682582051.28,0.5881,1.7005,0.761
A-000353,House,US,San Jose,37.32175,-121.88327,C,VND,2025-10-30,55,8403589743.59,1970.0,0.0,2.0,0.0,3.0,1.0,511.0,348.0,12.33,19.98,Commercial,B,vacant,140435897.44,0.0,2.33,2.19,,,,,,,,,,False,Disputed,False,0,REG-844000498,1567307692.31,3158609230.77,3218582051.28,0.487,2.0536,0.728
A-000354,Car,UK,London,51.47341,-0.1086,A,VND,2025-10-30,10,1650769230.77,,,,,,,,,,,,,,,,,,,,2015 Kia Sportage,2015.0,33596.0,2143.0,0.0,8.0,1.0,True,Clean,False,0,REG-939232061,294205128.21,790462051.28,798145641.03,0.3686,2.7129,0.948
A-000355,Condo,FR,Paris,48.8528,2.32181,D,VND,2025-10-30,6,7041000000.0,2019.0,23.0,19.0,2.0,2.0,2.0,194.0,30.0,24.46,6.41,Residential,B,owner,85897435.9,0.0,1.65,3.21,,,,,,,,,,False,Clean,True,1,REG-693723229,1764589743.59,2401863333.33,2452424358.97,0.7195,1.3898,0.635
