application_id,asset_id,asset_type,age_years,market_value,condition_score,legal_penalty,employment_years,credit_history_years,delinquencies,current_loans,loan_amount,customer_type,city,lat,lon,depreciation_rate,market_segment,DTI,LTV,evidence_files,score,decision,rule_reasons,top_feature,proposed_loan_option,proposed_consolidation_loan
APP_0047,A0047,Car,14,1983196,0.669856588374341,0.9518081355247348,25,21,3,5,99071,non-bank,Hanoi,21.0285,105.8542,33.0143411625659,High,0.677127922690417,0.05,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0048,A0048,Factory,5,1875284,0.6213527730508701,0.950271491706435,22,11,3,6,38381,non-bank,Can Tho,10.0452,105.7469,37.86472269491299,High,0.2688341654253688,0.05,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0049,A0049,Land,14,402368,0.8364575264443885,0.95258289585072,1,8,0,3,78333,non-bank,Can Tho,10.0452,105.7469,16.354247355561146,Mass,0.6894795772685198,0.1946799944329569,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": false, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0050,A0050,Land,38,370985,0.8722858107198026,0.9802962588823864,13,24,1,0,192694,bank,Can Tho,10.0452,105.7469,12.77141892801974,Mass,0.4785518137321917,0.5194118360580616,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,
APP_0051,A0051,Land,15,1089655,0.7574521827328113,0.9900740905429708,14,6,5,2,60423,bank,HCMC,10.7769,106.7009,24.254781726718868,High,0.6877260897559981,0.055451496115743,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0052,A0052,House,36,137575,0.7271964387808197,0.9619276410313694,14,10,1,6,43903,bank,HCMC,10.7769,106.7009,27.280356121918025,Mass,0.4449776921787301,0.3191204797383245,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0053,A0053,Apartment,20,632656,0.801810494808892,0.9924704421461537,27,1,1,4,139575,bank,Can Tho,10.0452,105.7469,19.8189505191108,High,0.3627186891885449,0.2206175235831162,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0054,A0054,Car,28,898439,0.9500019768938436,0.9528615970076628,4,19,1,4,47912,bank,Da Nang,16.0544,108.2022,4.999802310615653,High,0.2363108340068374,0.0533280500957772,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0055,A0055,Car,18,1940277,0.9404526507288824,0.9900481926820838,9,16,1,3,184782,non-bank,Hue,16.4637,107.5909,5.95473492711176,High,0.2271224402197627,0.095234855641746,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0056,A0056,House,11,1985132,0.6173900248051167,0.996389771508614,5,2,0,1,173206,non-bank,Da Nang,16.0544,108.2022,38.26099751948833,High,0.6887671889856867,0.0872516286070649,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0057,A0057,Car,30,345502,0.6725993638386096,0.988605419955219,7,5,2,7,196870,non-bank,Da Nang,16.0544,108.2022,32.74006361613904,Mass,0.1510737958288664,0.5698085684019195,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0058,A0058,House,38,1788770,0.6946979484417584,0.9849060391989318,27,13,5,6,183390,bank,Hue,16.4637,107.5909,30.530205155824163,High,0.1230849975943033,0.1025229627062171,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0059,A0059,Land,11,227311,0.6997550303328848,0.9918990109327692,28,13,0,7,56315,bank,Can Tho,10.0452,105.7469,30.024496966711524,Mass,0.1998476602688106,0.247744279863271,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0060,A0060,Land,31,1509785,0.828493060697109,0.9520075649773532,1,20,1,6,50308,bank,HCMC,10.7769,106.7009,17.150693930289094,High,0.1990445347358336,0.05,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": false, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0061,A0061,Factory,11,1699003,0.766504970281277,0.9600891055359528,18,6,0,2,75101,bank,Can Tho,10.0452,105.7469,23.349502971872305,High,0.7496414793858648,0.05,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0062,A0062,Land,28,1787045,0.6197016479710376,0.9562461839652822,6,23,3,2,99262,bank,HCMC,10.7769,106.7009,38.02983520289624,High,0.3887306299530805,0.0555453276218561,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0063,A0063,Apartment,31,485664,0.7494456553838287,0.9752265495096492,5,11,1,1,177199,bank,Da Nang,16.0544,108.2022,25.05543446161713,Mass,0.8918301887564101,0.3648592442511695,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0064,A0064,Factory,18,1792220,0.8095011794870549,0.9872594064164422,8,20,4,7,149364,bank,Can Tho,10.0452,105.7469,19.04988205129451,High,0.1666295691220205,0.0833402149289707,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0065,A0065,Car,29,276162,0.6406687611614864,0.98150059222882,5,5,3,4,132442,non-bank,Can Tho,10.0452,105.7469,35.93312388385136,Mass,0.6055088518395969,0.4795808257472063,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0066,A0066,Apartment,11,1061773,0.933383421515424,0.9925565549880968,14,0,4,3,176889,bank,Can Tho,10.0452,105.7469,6.661657848457613,High,0.431420081121063,0.1665977567709859,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0067,A0067,Factory,4,965613,0.6207847465860417,0.9577606496220544,29,1,3,7,132718,non-bank,HCMC,10.7769,106.7009,37.92152534139584,High,0.3839804501925128,0.1374442970423969,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0068,A0068,Apartment,4,666061,0.9699367476072248,0.986731054596758,17,9,2,4,82020,bank,Can Tho,10.0452,105.7469,3.0063252392775186,High,0.79382156919597,0.1231418743928859,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0069,A0069,House,18,93122,0.6396452566319502,0.9596520745434453,21,23,5,7,88470,bank,Can Tho,10.0452,105.7469,36.03547433680498,Mass,0.8792562989541397,0.9500440282639978,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0070,A0070,Car,36,1555424,0.9374299806391012,0.96353793756589,14,1,2,7,108233,bank,Can Tho,10.0452,105.7469,6.25700193608989,High,0.791930114958052,0.0695842419816075,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0071,A0071,Land,5,704388,0.9610612575710468,0.9854952348640652,0,9,5,0,26866,bank,Hanoi,21.0285,105.8542,3.893874242895312,High,0.213455577179863,0.05,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": false, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,
APP_0072,A0072,House,18,1340239,0.9918282722346372,0.999010239244934,2,2,5,2,150926,bank,Hue,16.4637,107.5909,0.8171727765362902,High,0.2376782330275939,0.1126112581412718,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0073,A0073,Car,28,849928,0.9208103521094374,0.9805771802988534,8,23,3,5,134027,bank,Can Tho,10.0452,105.7469,7.918964789056259,High,0.6076627972308039,0.1576921809847422,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0074,A0074,House,8,778632,0.9117910163085317,0.9527250157495648,7,16,4,6,148915,non-bank,Hue,16.4637,107.5909,8.820898369146846,High,0.2957210443924629,0.1912520934151177,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0075,A0075,Land,29,1778277,0.856993310398219,0.9808154484963766,25,19,1,1,111449,bank,HCMC,10.7769,106.7009,14.300668960178095,High,0.6745163611634929,0.0626724632889026,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0076,A0076,Car,12,234210,0.9115985418312516,0.9521175275790084,25,17,4,2,158762,bank,Hue,16.4637,107.5909,8.840145816874845,Mass,0.531457553188198,0.6778617480039281,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0077,A0077,Apartment,32,1486403,0.6538208833652588,0.9942072855683408,25,16,4,4,190452,bank,Hanoi,21.0285,105.8542,34.61791166347412,High,0.5182724532168425,0.1281294507613345,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0078,A0078,Apartment,23,1506239,0.814427214379055,0.985478914255031,19,19,5,6,118287,bank,Da Nang,16.0544,108.2022,18.557278562094503,High,0.7542648861129679,0.0785313618887839,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0079,A0079,Car,22,790983,0.8056891480761658,0.9586563923211252,16,0,1,0,94432,bank,Hue,16.4637,107.5909,19.431085192383424,High,0.6539528559812762,0.1193856252283551,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,
APP_0080,A0080,Land,7,561798,0.943028857649023,0.95458605029121,19,21,4,4,29876,bank,Da Nang,16.0544,108.2022,5.6971142350977,High,0.0725911002476979,0.053179256601127,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0081,A0081,Factory,19,60348,0.7851197462374063,0.959176661444016,12,18,2,2,157948,non-bank,Hue,16.4637,107.5909,21.48802537625937,Mass,0.0920402665741133,1.5,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0082,A0082,Car,34,1876785,0.7540357984401413,0.9990013589777096,20,18,1,1,181754,non-bank,HCMC,10.7769,106.7009,24.596420155985864,High,0.5613246845876134,0.0968432718718446,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0083,A0083,House,1,1898076,0.855825308494844,0.9729280321229244,23,9,1,4,142903,non-bank,Hue,16.4637,107.5909,14.417469150515604,High,0.4632632642789341,0.0752883446184452,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0084,A0084,Factory,30,519892,0.7065853270003384,0.9892040474170704,22,20,3,3,174458,bank,Hue,16.4637,107.5909,29.34146729996616,High,0.2711569570415427,0.3355658482915682,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0085,A0085,Land,20,112226,0.6559073643815827,0.9818204171053888,18,9,1,5,173627,bank,Hue,16.4637,107.5909,34.409263561841726,Mass,0.4058576742175814,1.5,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0086,A0086,Land,29,289377,0.7911509096094983,0.9786206574979318,1,1,0,2,161638,non-bank,HCMC,10.7769,106.7009,20.88490903905017,Mass,0.6942237709229314,0.5585723813571914,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": false, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0087,A0087,House,26,181903,0.766755747437954,0.9572565127332524,21,22,2,6,105547,bank,HCMC,10.7769,106.7009,23.324425256204595,Mass,0.7526197619592405,0.5802378190574097,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0088,A0088,Apartment,17,1670669,0.6930279762115494,0.9973012226779048,10,5,3,0,28973,bank,HCMC,10.7769,106.7009,30.697202378845056,High,0.5270396077065376,0.05,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,
APP_0089,A0089,Land,13,1789227,0.7470047240460512,0.965067131625736,22,2,1,6,10616,bank,Da Nang,16.0544,108.2022,25.29952759539488,High,0.3775640587285375,0.05,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0090,A0090,Factory,25,348904,0.746556979930499,0.9789008607903772,16,15,5,0,48835,non-bank,Da Nang,16.0544,108.2022,25.3443020069501,Mass,0.280092247270841,0.1399668676770687,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,
APP_0091,A0091,Car,6,1506141,0.7309982257650182,0.9849887972294532,26,5,4,5,91894,bank,HCMC,10.7769,106.7009,26.900177423498185,High,0.4936307001538654,0.0610128799362078,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0092,A0092,Factory,23,399573,0.7517856318907716,0.9824616577622656,10,21,3,2,151284,non-bank,Da Nang,16.0544,108.2022,24.82143681092284,Mass,0.3175371757797238,0.3786141706271445,[],0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": false, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 0.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
